"Champion","Pos","GP","P%","B%","P+B%","W%","CTR%","K","D","A","KDA","KP","DTH%","FB%","GD10","XPD10","CSD10","CSPM","CS%P15","DPM","DMG%","GOLD%","WPM","WCPM"
"Poppy","Top",13,"54.2%","37.5%","91.7%","77%","-",38,19,78,6.1,"63.7%","15.1%","-","-","-","-","-","-","-","-","21.5%","-","-"
"Quinn","Top",1,"4.2%","0.0%","4.2%","100%","-",5,2,6,5.5,"68.8%","25.0%","-","-","-","-","-","-","-","-","-","-","-"
"Ryze","Middle",6,"25.0%","66.7%","100.0%","50%","-",18,17,30,2.8,"76.2%","23.3%","-","-","-","-","-","-","-","-","-","-","-"
"Ryze","Top",2,"8.3%","66.7%","100.0%","0%","-",3,6,3,1,"66.7%","28.6%","-","-","-","-","-","-","-","-","21.8%","-","-"
"Sivir","ADC",12,"50.0%","33.3%","83.3%","42%","-",27,24,64,3.8,"74.0%","19.5%","-","-","-","-","-","-","-","-","23.6%","-","-"
"Thresh","Support",7,"29.2%","12.5%","41.7%","71%","-",6,18,70,4.2,"71.0%","21.7%","-","-","-","-","-","-","-","-","9.2%","-","-"
"Trundle","Support",4,"16.7%","0.0%","25.0%","0%","-",0,12,15,1.3,"60.0%","21.4%","-","-","-","-","-","-","-","-","11.3%","-","-"
"Trundle","Top",2,"8.3%","0.0%","25.0%","50%","-",6,6,13,3.2,"63.3%","15.8%","-","-","-","-","-","-","-","-","-","-","-"
"Twisted Fate","Middle",2,"8.3%","25.0%","33.3%","50%","-",7,7,9,2.3,"72.7%","26.9%","-","-","-","-","-","-","-","-","-","-","-"
"Twitch","ADC",2,"8.3%","4.2%","12.5%","100%","-",10,8,24,4.3,"63.0%","29.6%","-","-","-","-","-","-","-","-","-","-","-"
"Varus","Middle",1,"4.2%","12.5%","16.7%","0%","-",2,4,4,1.5,"54.5%","16.7%","-","-","-","-","-","-","-","-","-","-","-"
"Vayne","ADC",1,"4.2%","0.0%","4.2%","0%","-",6,3,1,2.3,"63.6%","20.0%","-","-","-","-","-","-","-","-","-","-","-"
"Viktor","Middle",1,"4.2%","0.0%","4.2%","0%","-",1,7,1,0.3,"28.6%","36.8%","-","-","-","-","-","-","-","-","-","-","-"
"Zed","-",0,"0%","8.3%","8.3%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
