"Champion","Pos","GP","P%","B%","P+B%","W%","CTR%","K","D","A","KDA","KP","DTH%","FB%","GD10","XPD10","CSD10","CSPM","CS%P15","DPM","DMG%","GOLD%","WPM","WCPM"
"Alistar","Support",12,"50.0%","50.0%","100.0%","67%","-",3,30,98,3.4,"63.5%","23.4%","-","-","-","-","-","-","-","-","11.3%","-","-"
"Ashe","ADC",4,"16.7%","0.0%","16.7%","25%","-",3,8,19,2.8,"68.8%","18.2%","-","-","-","-","-","-","-","-","22.9%","-","-"
"Azir","Middle",6,"25.0%","62.5%","87.5%","67%","-",16,18,42,3.2,"75.3%","25.0%","-","-","-","-","-","-","-","-","22.5%","-","-"
"Bard","Support",8,"33.3%","16.7%","50.0%","50%","-",12,24,66,3.3,"80.4%","25.5%","-","-","-","-","-","-","-","-","11.6%","-","-"
"Braum","Support",15,"62.5%","4.2%","66.7%","40%","-",7,44,107,2.6,"68.3%","24.3%","-","-","-","-","-","-","-","-","11.1%","-","-"
"Cassiopeia","Middle",1,"4.2%","0.0%","4.2%","0%","-",0,1,2,2,"50.0%","10.0%","-","-","-","-","-","-","-","-","-","-","-"
"Corki","Middle",2,"8.3%","20.8%","29.2%","50%","-",9,4,6,3.8,"78.9%","13.8%","-","-","-","-","-","-","-","-","27.0%","-","-"
"Ekko","Jungle",2,"8.3%","20.8%","83.3%","100%","-",4,5,23,5.4,"58.7%","20.8%","-","-","-","-","-","-","-","-","-","-","-"
"Ekko","Middle",4,"16.7%","20.8%","83.3%","25%","-",5,7,10,2.1,"60.0%","17.9%","-","-","-","-","-","-","-","-","22.0%","-","-"
"Ekko","Top",9,"37.5%","20.8%","83.3%","22%","-",17,21,34,2.4,"63.8%","15.2%","-","-","-","-","-","-","-","-","21.1%","-","-"
"Elise","Jungle",1,"4.2%","0.0%","4.2%","0%","-",0,3,3,1,"100.0%","23.1%","-","-","-","-","-","-","-","-","-","-","-"
"Ezreal","ADC",7,"29.2%","12.5%","41.7%","57%","-",25,16,41,4.1,"64.7%","17.0%","-","-","-","-","-","-","-","-","25.2%","-","-"
"Fizz","Middle",1,"4.2%","0.0%","4.2%","100%","-",4,1,6,10,"55.6%","12.5%","-","-","-","-","-","-","-","-","-","-","-"
"Gangplank","Top",1,"4.2%","0.0%","4.2%","0%","-",2,3,1,1,"100.0%","23.1%","-","-","-","-","-","-","-","-","-","-","-"
"Gnar","Top",2,"8.3%","0.0%","8.3%","0%","-",1,10,4,0.5,"50.0%","27.0%","-","-","-","-","-","-","-","-","21.0%","-","-"
"Gragas","Top",2,"8.3%","0.0%","8.3%","0%","-",2,10,13,1.5,"88.2%","28.6%","-","-","-","-","-","-","-","-","-","-","-"
"Graves","Jungle",23,"95.8%","4.2%","100.0%","57%","-",70,38,146,5.7,"71.5%","15.1%","-","-","-","-","-","-","-","-","20.9%","-","-"
"Janna","Support",2,"8.3%","0.0%","8.3%","50%","-",0,6,9,1.5,"69.2%","22.2%","-","-","-","-","-","-","-","-","-","-","-"
"Jhin","ADC",1,"4.2%","0.0%","4.2%","100%","-",9,0,4,13,"81.3%","0.0%","-","-","-","-","-","-","-","-","-","-","-"
"Kalista","ADC",2,"8.3%","25.0%","33.3%","50%","-",6,5,13,3.8,"59.4%","38.5%","-","-","-","-","-","-","-","-","23.1%","-","-"
"Karma","Middle",4,"16.7%","29.2%","45.8%","50%","-",9,8,25,4.3,"85.0%","20.5%","-","-","-","-","-","-","-","-","25.2%","-","-"
"Kassadin","Middle",2,"8.3%","0.0%","8.3%","50%","-",7,4,8,3.8,"55.6%","16.7%","-","-","-","-","-","-","-","-","22.9%","-","-"
"Kennen","-",0,"0%","8.3%","8.3%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Kindred","Jungle",13,"54.2%","25.0%","79.2%","31%","-",27,37,66,2.5,"75.0%","19.8%","-","-","-","-","-","-","-","-","19.1%","-","-"
"LeBlanc","Middle",5,"20.8%","8.3%","29.2%","80%","-",41,12,30,5.9,"73.2%","24.5%","-","-","-","-","-","-","-","-","-","-","-"
"Lissandra","Middle",5,"20.8%","50.0%","79.2%","60%","-",12,9,34,5.1,"70.8%","20.9%","-","-","-","-","-","-","-","-","22.5%","-","-"
"Lissandra","Top",2,"8.3%","50.0%","79.2%","100%","-",6,2,15,10.5,"67.7%","25.0%","-","-","-","-","-","-","-","-","18.3%","-","-"
"Lucian","ADC",19,"79.2%","0.0%","83.3%","53%","-",61,48,80,2.9,"71.2%","19.6%","-","-","-","-","-","-","-","-","23.7%","-","-"
"Lucian","Middle",1,"4.2%","0.0%","83.3%","0%","-",2,5,3,1,"50.0%","26.3%","-","-","-","-","-","-","-","-","-","-","-"
"Lulu","Middle",7,"29.2%","20.8%","50.0%","43%","-",25,14,40,4.6,"78.3%","14.7%","-","-","-","-","-","-","-","-","22.8%","-","-"
"Maokai","Top",12,"50.0%","25.0%","75.0%","58%","-",22,22,91,5.1,"69.3%","19.0%","-","-","-","-","-","-","-","-","22.2%","-","-"
"Nautilus","Top",2,"8.3%","0.0%","8.3%","50%","-",5,7,7,1.7,"44.4%","24.1%","-","-","-","-","-","-","-","-","23.7%","-","-"
"Nidalee","Jungle",9,"37.5%","16.7%","54.2%","56%","-",27,14,41,4.9,"73.1%","15.1%","-","-","-","-","-","-","-","-","21.5%","-","-"
