"Team","GP","W","L","AGT","K","D","KD","CKPM","GPR","GSPD","EGR","MLR","GD15","FB%","FT%","F3T%","PPG","HLD%","FD%","DRG%","ELD%","FBN%","BN%","LNE%","JNG%","WPM","CWPM","WCPM"
"Dark Passage",28,12,16,34,287,269,1.07,0.58,0.36,"-2.8%",52.8,-9.9,618,"71%","54%","43%",,"54%","41%","48%","40%","50%","48%","49.8%","49.6%",4.19,1.12,1.52
"Fenerbahçe Esports",28,15,13,35.3,348,266,1.31,0.62,1.01,"5.7%",59.1,-5.5,855,"50%","54%","57%",,"44%","57%","60%","43%","54%","54%","50.1%","53.7%",4.21,1.2,1.71
"Galakticos",28,3,25,30.7,203,424,0.48,0.73,-1.94,"-14.6%",27.6,-16.9,-2602,"25%","25%","18%",,"20%","18%","25%","67%","11%","30%","48.7%","43.4%",3.57,0.94,1.18
"HWA Gaming",28,11,17,32.3,271,357,0.76,0.69,-1.21,"-6.5%",39.1,-2.1,-983,"48%","37%","33%",,"29%","44%","36%","50%","37%","37%","49.9%","44.8%",4.15,1.18,1.36
"Royal Bandits",28,21,7,30.6,332,181,1.83,0.6,1.13,"9.6%",62.4,12.6,1286,"68%","71%","75%",,"57%","57%","65%","50%","71%","76%","51.1%","53.4%",4.14,1.01,1.49
"SuperMassive Esports",28,26,2,31.1,440,242,1.82,0.78,1.7,"13.8%",69.9,23,2031,"46%","75%","86%",,"68%","78%","74%","100%","89%","83%","50.9%","54.6%",4.11,1.15,1.4
"Team AURORA",28,11,17,33.6,274,359,0.76,0.67,-0.65,"-3.0%",44.6,-5.3,-656,"57%","39%","43%",,"68%","36%","34%","50%","36%","31%","49.5%","51.2%",3.75,1,1.51
"YouthCrew Esports",28,13,15,32,269,329,0.82,0.67,-0.53,"-2.7%",44,4.2,-606,"33%","44%","44%",,"63%","70%","57%","0%","41%","44%","50.0%","49.1%",3.99,1.08,1.66
