"Player","Team","Pos","GP","W%","CTR%","K","D","A","KDA","KP","KS%","DTH%","FB%","GD10","XPD10","CSD10","CSPM","CS%P15","DPM","DMG%","D%P15","EGPM","GOLD%","STL","WPM","CWPM","WCPM"
"Altec","FlyQuest","ADC",13,"38%","23%",38,32,50,2.8,"64.7%","27.9%","15.5%","15%",1,124,0.6,8.9,"31.0%",414,"23.4%",,269,"25.3%",,0.42,0.1,0.26
"aphromoo","Counter Logic Gaming","Support",5,"40%","80%",2,10,45,4.7,"64.4%","2.7%","14.7%","40%",-101,68,-2.2,0.5,"1.9%",129,"6.8%",,114,"10.3%",,1.17,0.32,0.38
"Arrow","Phoenix1","ADC",11,"55%","73%",31,17,52,4.9,"64.3%","24.0%","16.0%","9%",-48,-148,-2.5,8.4,"27.8%",486,"25.6%",,258,"23.9%",,0.51,0.15,0.35
"B3nji","Dignitas","ADC",3,"0%","67%",8,12,12,1.7,"80.0%","32.0%","29.3%","33%",-159,91,-1,7.7,"21.9%",569,"31.4%",,220,"22.1%",,0.25,0.05,0.2
"BalIs","FlyQuest","Top",13,"38%","46%",22,43,58,1.9,"58.8%","16.2%","20.8%","15%",164,63,5.5,7.6,"25.1%",363,"20.3%",,221,"21.0%",,0.44,0.06,0.11
"Biofrost","TSM","Support",8,"75%","38%",6,14,78,6,"64.1%","4.6%","17.1%","13%",29,-54,-3.4,0.7,"2.9%",193,"9.6%",,149,"12.2%",,1.49,0.3,0.37
"Bjergsen","TSM","Middle",8,"75%","63%",41,17,40,4.8,"61.8%","31.3%","20.7%","0%",108,121,6.5,9,"29.6%",609,"31.0%",,299,"24.7%",,0.39,0.11,0.12
"Chaser","Dignitas","Jungle",3,"0%","67%",5,8,9,1.8,"56.0%","20.0%","19.5%","67%",100,-240,-9.7,5.3,"18.5%",224,"12.1%",,196,"19.6%",,0.74,0.33,0.46
"Contractz","Cloud9","Jungle",8,"63%","75%",28,17,35,3.7,"67.0%","29.8%","20.0%","63%",-95,-303,-2.4,5.2,"17.7%",350,"18.7%",,231,"20.7%",,0.92,0.21,0.32
"Darshan","Counter Logic Gaming","Top",5,"40%","60%",18,11,22,3.6,"54.8%","24.7%","16.2%","0%",-189,-169,-6.8,7.6,"22.8%",355,"19.2%",,235,"21.2%",,0.63,0.24,0.17
"dshao","Phoenix1","Top",11,"55%","55%",24,25,50,3,"57.4%","18.6%","23.6%","18%",4,52,-1.1,8.2,"28.1%",387,"21.6%",,236,"21.9%",,0.61,0.15,0.12
"Galen","FlyQuest","Jungle",13,"38%","46%",27,31,51,2.5,"57.4%","19.9%","15.0%","54%",89,127,2.2,4.5,"13.0%",265,"14.1%",,196,"18.3%",,0.77,0.15,0.27
"Hai","FlyQuest","Middle",13,"38%","31%",36,52,37,1.4,"53.7%","26.5%","25.1%","38%",-271,-57,-4.2,8.1,"27.3%",484,"28.5%",,243,"23.0%",,0.47,0.13,0.24
"Hauntzer","TSM","Top",8,"75%","50%",31,14,47,5.6,"59.5%","23.7%","17.1%","13%",-20,83,-0.4,8.1,"27.4%",460,"24.0%",,272,"22.5%",,0.52,0.07,0.15
"huhi","Counter Logic Gaming","Middle",5,"40%","60%",24,21,24,2.3,"65.8%","32.9%","30.9%","40%",73,-242,-4.6,8.6,"28.2%",593,"31.1%",,271,"24.5%",,0.64,0.18,0.23
"Impact","Cloud9","Top",4,"75%","50%",4,6,22,4.3,"55.3%","8.5%","20.0%","0%",-156,-108,-4.8,7.7,"22.5%",373,"20.8%",,233,"19.6%",,0.46,0.11,0.08
"Inori","Phoenix1","Jungle",10,"60%","60%",27,17,68,5.6,"75.4%","21.4%","19.3%","30%",82,123,2.1,4.6,"14.0%",301,"15.7%",,212,"19.5%",,0.84,0.27,0.21
"Jensen","Cloud9","Middle",8,"63%","63%",26,15,28,3.6,"57.4%","27.7%","17.6%","38%",38,26,-0.4,9.5,"31.5%",488,"25.9%",,286,"25.7%",,0.44,0.17,0.12
"Keane","Dignitas","Middle",3,"0%","67%",4,8,10,1.8,"56.0%","16.0%","19.5%","0%",-80,152,2.7,9.1,"29.9%",509,"27.9%",,235,"23.6%",,0.35,0.13,0.17
"LemonNation","FlyQuest","Support",13,"38%","62%",13,49,73,1.8,"63.2%","9.6%","23.7%","23%",85,-22,2.7,0.9,"3.7%",232,"13.7%",,134,"12.3%",,1.28,0.33,0.46
"Meteos","Phoenix1","Jungle",1,"0%","0%",0,5,1,0.2,"33.3%","0.0%","27.8%","0%",106,506,10,4,"11.3%",150,"11.2%",,154,"18.6%",,0.56,0.28,0.16
"Ray","Cloud9","Top",4,"50%","50%",11,19,22,1.7,"70.2%","23.4%","34.5%","25%",-64,-83,-1.5,7.4,"23.2%",482,"27.4%",,225,"20.9%",,0.58,0.13,0.16
"Ryu","Phoenix1","Middle",11,"55%","45%",37,22,49,3.9,"66.7%","28.7%","20.8%","18%",202,30,1.9,8.2,"27.2%",516,"27.4%",,253,"23.5%",,0.56,0.13,0.23
"Shady","Phoenix1","Support",7,"43%","43%",4,10,57,6.1,"71.8%","4.7%","15.9%","0%",-142,28,0.1,0.8,"3.1%",127,"7.0%",,112,"10.4%",,1.38,0.31,0.49
"Smoothie","Cloud9","Support",8,"63%","25%",5,12,52,4.8,"60.6%","5.3%","14.1%","25%",4,48,1.1,0.7,"2.2%",138,"7.5%",,118,"10.2%",,1.48,0.37,0.36
"Sneaky","Cloud9","ADC",8,"63%","38%",20,16,36,3.5,"59.6%","21.3%","18.8%","38%",-22,17,0.1,8.5,"25.7%",458,"23.8%",,260,"23.1%",,0.38,0.12,0.32
"Ssumday","Dignitas","Top",3,"0%","33%",3,4,16,4.8,"76.0%","12.0%","9.8%","33%",-63,-148,0.7,8.4,"27.1%",339,"19.2%",,227,"22.6%",,0.55,0.08,0.14
"Stixxay","Counter Logic Gaming","ADC",5,"40%","40%",19,14,22,2.9,"56.2%","26.0%","20.6%","40%",177,-10,7,8.6,"26.7%",435,"22.7%",,260,"23.5%",,0.41,0.16,0.28
"Stunt","Phoenix1","Support",4,"75%","50%",6,10,21,2.7,"61.4%","13.6%","23.3%","25%",155,135,-0.3,0.8,"3.0%",304,"15.4%",,147,"12.8%",,1.3,0.26,0.35
"Svenskeren","TSM","Jungle",8,"75%","25%",24,20,61,4.3,"64.9%","18.3%","24.4%","13%",-93,116,3.1,4.3,"13.9%",312,"14.8%",,223,"18.4%",,0.92,0.25,0.3
"WildTurtle","TSM","ADC",8,"75%","75%",29,17,42,4.2,"54.2%","22.1%","20.7%","13%",35,-42,-1.8,8.1,"26.1%",411,"20.6%",,266,"22.1%",,0.45,0.15,0.24
"Xmithie","Counter Logic Gaming","Jungle",5,"40%","40%",10,12,30,3.3,"54.8%","13.7%","17.6%","20%",-175,-233,-7.4,6,"20.3%",381,"20.2%",,226,"20.5%",,0.88,0.34,0.36
"Xpecial","Dignitas","Support",3,"0%","67%",5,9,18,2.6,"92.0%","20.0%","22.0%","33%",-163,-250,-2,0.8,"2.5%",173,"9.5%",,123,"12.1%",,1.4,0.33,0.48
