"Champion","Pos","GP","P%","B%","P+B%","W%","CTR%","K","D","A","KDA","KP","DTH%","FB%","GD10","XPD10","CSD10","CSPM","CS%P15","DPM","DMG%","GOLD%","WPM","WCPM"
"Elise","Jungle",3,"12.5%","20.8%","33.3%","67%","67%",9,10,26,3.5,"67.3%","27.8%","67%",429,395,6.3,4.3,"12.7%",394,"17.9%","18.7%",0.63,0.21
"Evelynn","Jungle",1,"4.2%","0.0%","4.2%","100%","100%",2,0,11,13,"76.5%","0.0%","0%",15,84,9,4.8,"12.1%",446,"22.5%","17.4%",0.75,0.13
"Ezreal","ADC",9,"37.5%","16.7%","54.2%","44%","56%",25,20,30,2.8,"66.3%","17.2%","33%",121,156,6.3,8.3,"25.7%",599,"29.7%","23.7%",0.38,0.27
"Fizz","Top",4,"16.7%","33.3%","50.0%","75%","100%",16,16,15,1.9,"48.4%","32.7%","0%",-137,-157,-4.5,7.4,"23.0%",347,"15.9%","20.4%",0.6,0.17
"Gangplank","-",0,"0%","4.2%","4.2%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Gragas","Jungle",2,"8.3%","4.2%","29.2%","0%","100%",3,6,12,2.5,"75.0%","21.4%","50%",65,9,-12.5,4.3,"14.5%",300,"16.5%","18.6%",0.85,0.23
"Gragas","Support",1,"4.2%","4.2%","29.2%","100%","100%",1,1,5,6,"46.2%","100.0%","100%",524,326,10,1.2,"2.9%",116,"6.6%","11.0%",1.48,0.45
"Gragas","Top",3,"12.5%","4.2%","29.2%","67%","100%",5,4,20,6.3,"54.3%","12.5%","0%",128,351,4,7.5,"23.4%",383,"18.2%","19.6%",0.44,0.1
"Graves","Jungle",12,"50.0%","50.0%","100.0%","42%","33%",26,31,51,2.5,"63.6%","19.5%","17%",-256,-131,0.9,5.7,"19.1%",346,"18.3%","20.3%",0.94,0.3
"Ivern","Jungle",6,"25.0%","25.0%","50.0%","67%","50%",7,6,45,8.7,"78.8%","12.0%","50%",46,19,-14.3,3.3,"9.5%",122,"7.0%","17.6%",0.74,0.24
"Jarvan IV","Top",3,"12.5%","0.0%","12.5%","33%","67%",8,9,4,1.3,"52.2%","26.5%","0%",74,292,3.3,7.2,"25.0%",320,"20.0%","21.2%",0.6,0.14
"Jayce","Middle",1,"4.2%","4.2%","8.3%","100%","100%",5,0,5,10,"71.4%","0.0%","0%",750,731,12,8.8,"28.2%",540,"28.5%","26.3%",0.44,0.47
"Jhin","ADC",1,"4.2%","0.0%","4.2%","0%","100%",1,1,2,3,"60.0%","10.0%","0%",-110,-10,-9,7.3,"22.6%",274,"21.4%","21.2%",0.51,0.24
"Kalista","ADC",1,"4.2%","4.2%","8.3%","0%","100%",3,6,2,0.8,"55.6%","35.3%","100%",185,-613,4,8.7,"27.0%",280,"17.2%","24.9%",0.4,0.43
"Karma","Support",13,"54.2%","20.8%","75.0%","62%","54%",12,21,109,5.8,"66.1%","15.7%","38%",86,-31,1,0.9,"3.9%",222,"11.5%","12.3%",1.41,0.46
"Kassadin","Middle",2,"8.3%","4.2%","12.5%","50%","100%",9,9,5,1.6,"60.9%","34.6%","50%",-671,-356,-19,7.3,"25.3%",545,"27.2%","23.1%",0.47,0.17
"Kennen","ADC",1,"4.2%","50.0%","62.5%","0%","100%",0,4,4,1,"57.1%","17.4%","0%",27,-58,-2,8.4,"26.5%",342,"21.1%","22.6%",0.38,0.35
"Kennen","Top",2,"8.3%","50.0%","62.5%","0%","0%",3,9,3,0.7,"75.0%","26.5%","0%",-154,-150,-0.5,7.8,"24.8%",437,"35.4%","22.2%",0.5,0.11
"Kha'Zix","Jungle",12,"50.0%","12.5%","62.5%","42%","75%",30,27,42,2.7,"59.0%","15.5%","42%",-228,-238,-5.9,4.6,"14.6%",296,"16.2%","19.4%",0.86,0.27
"Kled","Top",3,"12.5%","4.2%","16.7%","33%","67%",9,13,20,2.2,"64.4%","30.2%","67%",36,-356,-6.7,7.5,"25.5%",427,"22.3%","21.1%",0.59,0.17
"Kog'Maw","ADC",3,"12.5%","4.2%","16.7%","67%","33%",9,9,9,2,"62.1%","26.5%","0%",-164,-295,1.7,8.9,"30.7%",414,"27.9%","24.2%",0.49,0.25
"LeBlanc","Middle",3,"12.5%","66.7%","79.2%","67%","0%",10,8,17,3.4,"73.0%","29.6%","33%",431,182,12,7.7,"23.8%",652,"29.8%","21.9%",0.58,0.3
"Lee Sin","Jungle",4,"16.7%","25.0%","41.7%","50%","25%",13,13,26,3,"73.6%","22.0%","25%",-68,71,7.3,4.2,"12.6%",267,"13.7%","18.7%",0.93,0.34
"Lucian","ADC",5,"20.8%","20.8%","41.7%","40%","100%",15,11,15,2.7,"50.8%","16.9%","0%",-157,-123,0.8,8.1,"25.3%",416,"22.8%","22.9%",0.43,0.22
"Lulu","Support",18,"75.0%","25.0%","100.0%","56%","11%",16,42,134,3.6,"68.8%","20.0%","11%",-74,-12,-0.9,0.7,"2.5%",124,"6.9%","11.0%",1.4,0.4
"Malzahar","Support",2,"8.3%","41.7%","50.0%","50%","100%",3,5,12,3,"68.2%","23.8%","0%",39,-124,1,0.7,"2.5%",237,"12.1%","12.9%",1.49,0.42
"Maokai","Top",1,"4.2%","4.2%","8.3%","0%","100%",1,4,2,0.8,"37.5%","18.2%","0%",-307,-611,-17,6.6,"22.5%",163,"9.8%","18.7%",0.35,0.13
"Nami","Support",7,"29.2%","8.3%","37.5%","43%","86%",2,15,58,4,"62.5%","15.6%","29%",-146,-10,-2.6,0.5,"2.1%",130,"6.9%","10.4%",1.24,0.4
"Nautilus","Top",13,"54.2%","20.8%","75.0%","46%","23%",19,25,67,3.4,"64.7%","15.1%","8%",-111,-141,-1.3,7.8,"25.0%",340,"19.5%","21.0%",0.51,0.13
"Nidalee","Jungle",1,"4.2%","0.0%","4.2%","0%","100%",3,4,3,1.5,"60.0%","22.2%","100%",638,90,16,5.5,"17.2%",332,"15.9%","19.6%",0.77,0.73
"Orianna","Middle",10,"41.7%","25.0%","66.7%","30%","30%",19,33,31,1.5,"64.9%","22.4%","30%",19,79,2.3,8.7,"28.0%",452,"28.9%","24.2%",0.49,0.22
"Renekton","Top",3,"12.5%","25.0%","37.5%","100%","100%",8,5,20,5.6,"50.0%","20.8%","0%",198,375,9.3,8.4,"25.8%",350,"20.1%","21.2%",0.49,0.14
"Rengar","Jungle",7,"29.2%","70.8%","100.0%","71%","14%",28,13,39,5.2,"52.8%","23.2%","57%",533,379,14,5.5,"17.5%",344,"17.3%","19.8%",0.77,0.33
"Rumble","Top",6,"25.0%","54.2%","79.2%","33%","17%",14,19,25,2.1,"65.0%","21.8%","50%",249,155,5,8.1,"27.4%",532,"29.7%","22.7%",0.52,0.07
"Shen","Top",5,"20.8%","79.2%","100.0%","60%","60%",5,4,34,9.8,"61.9%","10.5%","0%",-54,48,-1.4,8.7,"28.2%",357,"17.8%","21.7%",0.56,0.1
"Syndra","Middle",14,"58.3%","25.0%","83.3%","64%","50%",53,40,60,2.8,"58.5%","24.5%","7%",131,63,4.6,9,"29.9%",574,"29.6%","24.3%",0.49,0.15
"Taliyah","Middle",2,"8.3%","0.0%","8.3%","100%","100%",10,1,14,24,"63.2%","11.1%","0%",-190,187,1.5,8.7,"26.4%",603,"29.3%","22.7%",0.43,0.13
"Talon","Middle",5,"20.8%","25.0%","45.8%","60%","40%",20,13,16,2.8,"52.2%","24.1%","40%",-212,-176,-9.4,8,"28.1%",471,"25.8%","22.7%",0.46,0.25
"Thresh","-",0,"0%","4.2%","4.2%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Twitch","ADC",1,"4.2%","0.0%","4.2%","100%","100%",9,2,10,9.5,"73.1%","40.0%","0%",116,356,5,7.3,"22.8%",567,"25.3%","23.5%",0.56,0.47
"Varus","ADC",7,"29.2%","20.8%","50.0%","43%","57%",17,17,37,3.2,"63.5%","18.1%","0%",-113,-154,-7.6,8.3,"28.1%",323,"18.2%","23.3%",0.46,0.26
"Viktor","-",0,"0%","4.2%","4.2%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Vladimir","-",0,"0%","16.7%","16.7%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Zed","-",0,"0%","8.3%","8.3%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Ziggs","ADC",1,"4.2%","0.0%","4.2%","0%","100%",2,1,5,7,"77.8%","9.1%","0%",-135,-19,-7,8.4,"29.7%",733,"44.3%","26.1%",0.48,0.23
"Zyra","Support",6,"25.0%","20.8%","45.8%","17%","83%",6,25,23,1.2,"64.4%","22.7%","0%",115,118,-1,0.8,"3.1%",365,"21.7%","12.3%",1.22,0.39
