"Team","GP","W","L","AGT","K","D","KD","CKPM","GPR","GSPD","EGR","MLR","GD15","FB%","FT%","F3T%","PPG","HLD%","FD%","DRG%","ELD%","FBN%","BN%","LNE%","JNG%","WPM","CWPM","WCPM"
"Cloud9",8,5,3,33.3,94,85,1.11,0.67,0.07,"-0.5%",50.3,12.2,-443,"75%","38%","75%",,,"38%","48%","0%","63%","71%","50.8%","52.0%",3.74,0.99,1.23
"Counter Logic Gaming",5,2,3,36.4,73,68,1.07,0.77,-0.42,"3.9%",45.4,-5.4,-144,"60%","40%","40%",,,"40%","47%","33%","20%","25%","50.3%","50.5%",3.73,1.24,1.4
"Dignitas",3,0,3,40.3,25,41,0.61,0.55,-0.89,"-9.5%",34.6,-34.6,-794,"67%","0%","0%",,"0%","0%","17%","50%","33%","40%","50.7%","49.2%",3.28,0.92,1.46
"FlyQuest",13,5,8,35.2,136,207,0.66,0.75,-0.29,"-4.6%",53.1,-14.6,-79,"54%","54%","38%",,,"54%","43%","75%","54%","59%","49.7%","48.8%",3.38,0.77,1.34
"Phoenix1",11,6,5,35.6,129,106,1.22,0.6,0.21,"0.6%",48.5,6,0,"36%","64%","55%",,"100%","55%","63%","33%","36%","46%","49.2%","50.7%",3.84,0.99,1.34
"TSM",8,6,2,33.9,131,82,1.6,0.78,0.81,"8.2%",55.4,19.6,958,"25%","63%","63%",,,"75%","64%","100%","38%","50%","50.4%","48.9%",3.77,0.88,1.18
