"Team","GP","W","L","AGT","K","D","KD","CKPM","GPR","GSPD","EGR","MLR","GD15","FB%","FT%","F3T%","PPG","HLD%","FD%","DRG%","ELD%","FBN%","BN%","LNE%","JNG%","WPM","CWPM","WCPM"
"Fnatic",10,7,3,35.3,151,82,1.84,0.66,0.95,"7.6%",53.7,16.3,441,"60%","60%","70%",,"83%","50%","57%","33%","90%","76%","49.4%","52.6%",3.7,0.94,1.3
"G2 Esports",8,6,2,38.6,121,90,1.34,0.68,0.94,"8.1%",57.5,17.5,703,"75%","38%","38%",,"67%","38%","58%","100%","50%","64%","49.9%","51.4%",3.65,1.01,1.31
"H2k-Gaming",3,0,3,35.6,20,59,0.34,0.74,-2.75,"-18.6%",32.2,-32.2,-1752,"33%","0%","33%",,"0%","33%","33%","0%","0%","0%","51.4%","42.6%",3.78,1.1,1.2
"Misfits Gaming",12,4,8,39.4,146,148,0.99,0.62,-0.39,"-5.4%",45.2,-11.9,-510,"25%","50%","42%",,"50%","50%","54%","60%","33%","35%","48.8%","50.4%",3.69,0.93,1.56
"Splyce",5,2,3,42.2,40,84,0.48,0.58,0,"-0.3%",54.5,-14.5,529,"40%","80%","60%",,"0%","40%","28%","33%","20%","29%","51.1%","50.4%",4.01,1.13,1.68
"Unicorns of Love",8,4,4,40.5,106,122,0.87,0.7,-0.44,"-2.2%",48.9,1.1,-163,"63%","50%","50%",,"33%","75%","53%","33%","50%","54%","51.4%","47.2%",3.36,0.79,1.14
