"Player","Team","Pos","GP","W%","CTR%","K","D","A","KDA","KP","KS%","DTH%","FB%","GD10","XPD10","CSD10","CSPM","CS%P15","DPM","DMG%","D%P15","EGPM","GOLD%","STL","WPM","CWPM","WCPM"
"Anjinho","Dexterity Team","Support",5,"20%",,1,19,41,2.2,"63.6%","1.5%","17.3%",,,,,,,,,,,,,,,
"Aoshi","CNB e-Sports Club","Top",5,"40%",,26,23,33,2.6,"68.6%","30.2%","23.0%",,,,,,,,,,,,,,,
"brTT","paiN Gaming","ADC",10,"50%",,48,29,58,3.7,"68.4%","31.0%","22.5%",,,,,,,,,,,,,,,
"Danagorn","KaBuM! Black","Jungle",10,"40%",,19,32,72,2.8,"72.2%","15.1%","21.1%",,,,,,,,,,,,,,,
"DayDream","Vivo Keyd","Jungle",6,"50%",,11,20,52,3.2,"64.9%","11.3%","23.3%",,,,,,,,,,,,,,,
"Dioud","paiN Gaming","Support",10,"50%",,13,18,91,5.8,"67.1%","8.4%","14.0%",,,,,,,,,,,,,,,
"Electro","CNB e-Sports Club","Middle",5,"40%",,20,11,36,5.1,"65.1%","23.3%","11.0%",,,,,,,,,,,,,,,
"Emperor","Vivo Keyd","ADC",6,"50%",,34,16,48,5.1,"84.5%","35.1%","18.6%",,,,,,,,,,,,,,,
"Espeon","KaBuM! Black","Support",10,"40%",,7,36,95,2.8,"81.0%","5.6%","23.7%",,,,,,,,,,,,,,,
"Goku","KaBuM! Black","Middle",10,"40%",,24,38,65,2.3,"70.6%","19.0%","25.0%",,,,,,,,,,,,,,,
"Jockster","INTZ","Support",6,"100%",,6,22,76,3.7,"66.7%","4.9%","28.2%",,,,,,,,,,,,,,,
"Kalec","CNB e-Sports Club","ADC",5,"40%",,23,27,38,2.3,"70.9%","26.7%","27.0%",,,,,,,,,,,,,,,
"Kami","paiN Gaming","Middle",10,"50%",,51,30,56,3.6,"69.0%","32.9%","23.3%",,,,,,,,,,,,,,,
"Leko","paiN Gaming","Top",10,"50%",,28,30,71,3.3,"63.9%","18.1%","23.3%",,,,,,,,,,,,,,,
"Loop","Vivo Keyd","Support",6,"50%",,9,23,61,3,"72.2%","9.3%","26.7%",,,,,,,,,,,,,,,
"Matsukaze","KaBuM! Black","ADC",10,"40%",,43,17,53,5.6,"76.2%","34.1%","11.2%",,,,,,,,,,,,,,,
"micaO","INTZ","ADC",6,"100%",,44,12,48,7.7,"74.8%","35.8%","15.4%",,,,,,,,,,,,,,,
"Mylon","Vivo Keyd","Top",6,"50%",,20,13,32,4,"53.6%","20.6%","15.1%",,,,,,,,,,,,,,,
"Nappon","CNB e-Sports Club","Jungle",5,"40%",,10,20,51,3.1,"70.9%","11.6%","20.0%",,,,,,,,,,,,,,,
"Piolho","Dexterity Team","Jungle",5,"20%",,10,25,29,1.6,"59.1%","15.2%","22.7%",,,,,,,,,,,,,,,
"prZo","Dexterity Team","Middle",5,"20%",,17,13,25,3.2,"63.6%","25.8%","11.8%",,,,,,,,,,,,,,,
"Rellik","Dexterity Team","ADC",5,"20%",,19,22,26,2,"68.2%","28.8%","20.0%",,,,,,,,,,,,,,,
"Revolta","INTZ","Jungle",6,"100%",,20,16,62,5.1,"66.7%","16.3%","20.5%",,,,,,,,,,,,,,,
"Sirt","paiN Gaming","Jungle",10,"50%",,15,22,98,5.1,"72.9%","9.7%","17.1%",,,,,,,,,,,,,,,
"SkyBart","KaBuM! Black","Top",10,"40%",,33,29,55,3,"69.8%","26.2%","19.1%",,,,,,,,,,,,,,,
"Soulsilver","Dexterity Team","Top",5,"20%",,19,31,25,1.4,"66.7%","28.8%","28.2%",,,,,,,,,,,,,,,
"takeshi","Vivo Keyd","Middle",6,"50%",,23,14,37,4.3,"61.9%","23.7%","16.3%",,,,,,,,,,,,,,,
"tockers","INTZ","Middle",6,"100%",,39,14,43,5.9,"66.7%","31.7%","17.9%",,,,,,,,,,,,,,,
"Wos","CNB e-Sports Club","Support",5,"40%",,7,19,61,3.6,"79.1%","8.1%","19.0%",,,,,,,,,,,,,,,
"Yang","INTZ","Top",6,"100%",,14,14,74,6.3,"71.5%","11.4%","17.9%",,,,,,,,,,,,,,,
