"Champion","Pos","GP","P%","B%","P+B%","W%","CTR%","K","D","A","KDA","KP","DTH%","FB%","GD10","XPD10","CSD10","CSPM","CS%P15","DPM","DMG%","GOLD%","WPM","WCPM"
"Ahri","Middle",3,"14.3%","4.8%","19.0%","0%","-",3,5,6,1.8,"56.3%","8.1%","-","-","-","-","-","-","-","-","-","-","-"
"Amumu","Jungle",1,"4.8%","0.0%","4.8%","0%","-",0,6,5,0.8,"83.3%","26.1%","-","-","-","-","-","-","-","-","-","-","-"
"Annie","Support",9,"42.9%","42.9%","85.7%","44%","-",15,33,89,3.2,"67.1%","25.0%","-","-","-","-","-","-","-","-","-","-","-"
"Azir","Middle",4,"19.0%","42.9%","61.9%","100%","-",16,9,31,5.2,"67.1%","15.0%","-","-","-","-","-","-","-","-","-","-","-"
"Braum","Support",4,"19.0%","0.0%","19.0%","50%","-",2,15,36,2.5,"65.5%","22.7%","-","-","-","-","-","-","-","-","-","-","-"
"Cassiopeia","Middle",2,"9.5%","0.0%","9.5%","100%","-",11,5,19,6,"65.2%","17.2%","-","-","-","-","-","-","-","-","-","-","-"
"Cho'Gath","Middle",4,"19.0%","19.0%","38.1%","50%","-",18,13,12,2.3,"63.8%","26.5%","-","-","-","-","-","-","-","-","-","-","-"
"Corki","ADC",6,"28.6%","0.0%","28.6%","33%","-",29,15,47,5.1,"74.5%","14.2%","-","-","-","-","-","-","-","-","-","-","-"
"Diana","Middle",1,"4.8%","19.0%","38.1%","100%","-",2,2,9,5.5,"52.4%","16.7%","-","-","-","-","-","-","-","-","-","-","-"
"Diana","Top",3,"14.3%","19.0%","38.1%","0%","-",11,19,14,1.3,"69.4%","25.7%","-","-","-","-","-","-","-","-","-","-","-"
"Ezreal","ADC",1,"4.8%","0.0%","4.8%","100%","-",3,1,4,7,"70.0%","7.7%","-","-","-","-","-","-","-","-","-","-","-"
"Fizz","Jungle",1,"4.8%","9.5%","23.8%","0%","-",2,4,5,1.8,"58.3%","19.0%","-","-","-","-","-","-","-","-","-","-","-"
"Fizz","Top",2,"9.5%","9.5%","23.8%","100%","-",15,6,20,5.8,"77.8%","25.0%","-","-","-","-","-","-","-","-","-","-","-"
"Gnar","Top",4,"19.0%","0.0%","19.0%","100%","-",5,5,47,10.4,"76.5%","16.1%","-","-","-","-","-","-","-","-","-","-","-"
"Gragas","Jungle",4,"19.0%","0.0%","19.0%","75%","-",9,9,37,5.1,"66.7%","16.7%","-","-","-","-","-","-","-","-","-","-","-"
"Graves","ADC",3,"14.3%","0.0%","14.3%","0%","-",14,11,22,3.3,"80.0%","18.0%","-","-","-","-","-","-","-","-","-","-","-"
"Hecarim","Top",9,"42.9%","33.3%","76.2%","56%","-",47,33,57,3.2,"57.8%","25.0%","-","-","-","-","-","-","-","-","-","-","-"
"Janna","Support",10,"47.6%","9.5%","57.1%","40%","-",2,30,97,3.3,"76.2%","17.1%","-","-","-","-","-","-","-","-","-","-","-"
"Jarvan IV","Jungle",5,"23.8%","0.0%","23.8%","20%","-",7,19,51,3.1,"75.3%","21.3%","-","-","-","-","-","-","-","-","-","-","-"
"Jax","Top",2,"9.5%","9.5%","19.0%","0%","-",5,5,3,1.6,"66.7%","21.7%","-","-","-","-","-","-","-","-","-","-","-"
"Jinx","ADC",4,"19.0%","0.0%","19.0%","75%","-",31,12,30,5.1,"89.7%","21.1%","-","-","-","-","-","-","-","-","-","-","-"
"Kalista","ADC",9,"42.9%","28.6%","71.4%","78%","-",55,22,67,5.5,"69.3%","17.7%","-","-","-","-","-","-","-","-","-","-","-"
"Karthus","Middle",2,"9.5%","4.8%","14.3%","50%","-",10,8,20,3.8,"69.8%","26.7%","-","-","-","-","-","-","-","-","-","-","-"
"Kassadin","-",0,"0%","4.8%","4.8%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Katarina","-",0,"0%","28.6%","28.6%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Kennen","Middle",1,"4.8%","0.0%","9.5%","100%","-",8,1,13,21,"87.5%","11.1%","-","-","-","-","-","-","-","-","-","-","-"
"Kennen","Top",1,"4.8%","0.0%","9.5%","0%","-",2,3,5,2.3,"70.0%","15.0%","-","-","-","-","-","-","-","-","-","-","-"
"Kog'Maw","ADC",2,"9.5%","0.0%","9.5%","50%","-",12,5,18,6,"83.3%","26.3%","-","-","-","-","-","-","-","-","-","-","-"
"LeBlanc","Middle",8,"38.1%","9.5%","52.4%","25%","-",41,25,35,3,"66.7%","16.6%","-","-","-","-","-","-","-","-","-","-","-"
"LeBlanc","Top",1,"4.8%","9.5%","52.4%","0%","-",7,6,2,1.5,"52.9%","20.0%","-","-","-","-","-","-","-","-","-","-","-"
"Lee Sin","Jungle",7,"33.3%","0.0%","33.3%","57%","-",19,27,61,3,"67.2%","24.8%","-","-","-","-","-","-","-","-","-","-","-"
"Leona","Support",1,"4.8%","9.5%","14.3%","100%","-",2,0,6,8,"66.7%","0.0%","-","-","-","-","-","-","-","-","-","-","-"
"Lissandra","Middle",3,"14.3%","19.0%","38.1%","0%","-",5,13,14,1.5,"76.0%","22.4%","-","-","-","-","-","-","-","-","-","-","-"
"Lissandra","Top",1,"4.8%","19.0%","38.1%","100%","-",4,4,10,3.5,"60.9%","17.4%","-","-","-","-","-","-","-","-","-","-","-"
"Lucian","ADC",7,"33.3%","0.0%","33.3%","29%","-",23,28,31,1.9,"63.5%","20.9%","-","-","-","-","-","-","-","-","-","-","-"
"Lulu","Middle",3,"14.3%","61.9%","85.7%","67%","-",6,8,29,4.4,"71.4%","22.2%","-","-","-","-","-","-","-","-","-","-","-"
"Lulu","Support",1,"4.8%","61.9%","85.7%","0%","-",0,5,7,1.4,"77.8%","22.7%","-","-","-","-","-","-","-","-","-","-","-"
"Lulu","Top",1,"4.8%","61.9%","85.7%","0%","-",1,3,9,3.3,"83.3%","30.0%","-","-","-","-","-","-","-","-","-","-","-"
"Maokai","Top",8,"38.1%","19.0%","57.1%","63%","-",17,22,60,3.5,"70.6%","17.1%","-","-","-","-","-","-","-","-","-","-","-"
"Morgana","Middle",2,"9.5%","42.9%","61.9%","0%","-",7,8,9,2,"51.6%","15.1%","-","-","-","-","-","-","-","-","-","-","-"
"Morgana","Support",2,"9.5%","42.9%","61.9%","50%","-",4,5,26,6,"81.1%","13.9%","-","-","-","-","-","-","-","-","-","-","-"
"Nami","Support",3,"14.3%","0.0%","14.3%","67%","-",6,7,45,7.3,"78.5%","17.1%","-","-","-","-","-","-","-","-","-","-","-"
"Nautilus","Support",2,"9.5%","0.0%","9.5%","50%","-",1,10,17,1.8,"66.7%","27.0%","-","-","-","-","-","-","-","-","-","-","-"
"Nidalee","Jungle",3,"14.3%","4.8%","23.8%","100%","-",9,8,31,5,"63.5%","18.2%","-","-","-","-","-","-","-","-","-","-","-"
"Nidalee","Middle",1,"4.8%","4.8%","23.8%","100%","-",8,3,8,5.3,"80.0%","30.0%","-","-","-","-","-","-","-","-","-","-","-"
"Nunu & Willump","Jungle",2,"9.5%","4.8%","14.3%","0%","-",2,5,12,2.8,"82.4%","14.3%","-","-","-","-","-","-","-","-","-","-","-"
"Orianna","Middle",2,"9.5%","0.0%","9.5%","100%","-",10,4,11,5.3,"61.8%","30.8%","-","-","-","-","-","-","-","-","-","-","-"
"Rek'Sai","Jungle",3,"14.3%","85.7%","100.0%","67%","-",8,10,25,3.3,"68.8%","29.4%","-","-","-","-","-","-","-","-","-","-","-"
"Riven","Top",1,"4.8%","0.0%","4.8%","0%","-",2,4,1,0.8,"100.0%","23.5%","-","-","-","-","-","-","-","-","-","-","-"
"Rumble","Top",2,"9.5%","0.0%","9.5%","50%","-",6,4,14,5,"62.5%","16.7%","-","-","-","-","-","-","-","-","-","-","-"
"Sejuani","Jungle",10,"47.6%","28.6%","76.2%","50%","-",17,25,82,4,"66.4%","17.4%","-","-","-","-","-","-","-","-","-","-","-"
"Shen","Top",1,"4.8%","9.5%","14.3%","100%","-",2,3,19,7,"87.5%","33.3%","-","-","-","-","-","-","-","-","-","-","-"
"Shyvana","Top",2,"9.5%","0.0%","9.5%","0%","-",4,6,12,2.7,"51.6%","14.3%","-","-","-","-","-","-","-","-","-","-","-"
"Sion","Top",1,"4.8%","0.0%","4.8%","0%","-",1,4,2,0.8,"60.0%","16.0%","-","-","-","-","-","-","-","-","-","-","-"
"Sivir","ADC",5,"23.8%","0.0%","23.8%","60%","-",25,15,35,4,"75.0%","22.4%","-","-","-","-","-","-","-","-","-","-","-"
"Soraka","Support",1,"4.8%","0.0%","4.8%","0%","-",0,4,6,1.5,"100.0%","17.4%","-","-","-","-","-","-","-","-","-","-","-"
"Thresh","Support",9,"42.9%","0.0%","42.9%","67%","-",11,28,96,3.8,"69.5%","23.5%","-","-","-","-","-","-","-","-","-","-","-"
"Tristana","ADC",2,"9.5%","0.0%","9.5%","50%","-",13,4,8,5.3,"75.0%","12.5%","-","-","-","-","-","-","-","-","-","-","-"
"Urgot","ADC",1,"4.8%","4.8%","14.3%","0%","-",1,7,1,0.3,"40.0%","28.0%","-","-","-","-","-","-","-","-","-","-","-"
"Urgot","Middle",1,"4.8%","4.8%","14.3%","0%","-",8,3,10,6,"81.8%","15.0%","-","-","-","-","-","-","-","-","-","-","-"
"Vayne","ADC",1,"4.8%","0.0%","4.8%","0%","-",0,2,0,0,"0.0%","16.7%","-","-","-","-","-","-","-","-","-","-","-"
"Vi","Jungle",4,"19.0%","0.0%","19.0%","25%","-",10,17,31,2.4,"70.7%","22.7%","-","-","-","-","-","-","-","-","-","-","-"
"Vladimir","Top",3,"14.3%","14.3%","28.6%","67%","-",11,13,15,2,"56.5%","31.0%","-","-","-","-","-","-","-","-","-","-","-"
"Xerath","Middle",3,"14.3%","4.8%","19.0%","67%","-",18,3,21,13,"65.0%","10.3%","-","-","-","-","-","-","-","-","-","-","-"
"Yasuo","ADC",1,"4.8%","14.3%","19.0%","100%","-",5,1,8,13,"92.9%","20.0%","-","-","-","-","-","-","-","-","-","-","-"
"Zac","Jungle",2,"9.5%","0.0%","9.5%","100%","-",2,5,24,5.2,"74.3%","18.5%","-","-","-","-","-","-","-","-","-","-","-"
"Zed","Middle",2,"9.5%","9.5%","19.0%","50%","-",3,10,15,1.8,"58.1%","29.4%","-","-","-","-","-","-","-","-","-","-","-"
