"Player","Team","Pos","GP","W%","CTR%","K","D","A","KDA","KP","KS%","DTH%","FB%","GD10","XPD10","CSD10","CSPM","CS%P15","DPM","DMG%","D%P15","EGPM","GOLD%","STL","WPM","CWPM","WCPM"
,"ATLAS eSports Team","ADC",14,"43%",,53,48,77,2.7,"60.7%","24.8%","17.8%","14%",-315,-200,-13.4,7.2,"31.4%",444,"24.1%",,241,"25.2%",,0.19,0.01,0.11
,"NumberOne Esports","ADC",4,"75%",,26,6,17,7.2,"63.2%","38.2%","17.6%","0%",64,-154,1,7.6,"31.7%",565,"33.8%",,275,"26.5%",,0.13,0.02,0.1
,"ATLAS eSports Team","Jungle",14,"43%",,27,55,106,2.4,"62.1%","12.6%","20.4%","36%",-221,-260,-3.4,2.8,"10.6%",196,"10.9%",,155,"16.0%",,0.47,0.07,0.18
,"ATLAS eSports Team","Support",14,"43%",,12,67,107,1.8,"55.6%","5.6%","24.9%","14%",-76,-161,4.6,0.8,"2.9%",148,"8.7%",,98,"9.8%",,0.95,0.14,0.19
,"HWA Gaming","Top",1,"100%",,2,2,2,2,"26.7%","13.3%","18.2%","0%",-654,-837,-12,5.7,"21.5%",541,"24.1%",,190,"17.6%",,0.35,0.02,0.02
"Adaniel","Big Plays Incorporated","Jungle",10,"30%",,21,33,80,3.1,"72.1%","15.0%","20.5%","20%",-243,-61,-2.1,2.8,"10.6%",237,"14.3%",,149,"16.4%",,0.7,0.07,0.24
"Âfrox","NumberOne Esports","Middle",4,"0%",,13,19,23,1.9,"64.3%","23.2%","20.2%","0%",-217,-26,-8.5,6.2,"23.9%",437,"25.0%",,193,"23.0%",,0.3,0.06,0.12
"Ametstyle","ZONE eSports","Middle",14,"14%",,43,70,64,1.5,"62.2%","25.0%","20.1%","29%",-117,204,1.9,7,"27.8%",500,"28.5%",,206,"24.1%",,0.43,0.06,0.1
"Armut","Big Plays Incorporated","Middle",2,"0%",,14,15,15,1.9,"56.9%","27.5%","29.4%","0%",15,183,-7.5,7.1,"30.0%",724,"29.2%",,239,"23.0%",,0.33,0.05,0.09
"Auspex","Beşiktaş Esports","Jungle",1,"100%",,3,3,15,6,"78.3%","13.0%","30.0%","0%",-265,241,7,2.2,"7.2%",222,"10.3%",,177,"15.0%",,0.21,0.11,0.17
"Baxa","Big Plays Incorporated","Middle",2,"50%",,2,2,9,5.5,"45.8%","8.3%","9.5%","0%",-753,-97,-6,7,"24.0%",342,"23.8%",,199,"20.1%",,0.17,0,0.07
"Blizer300","Big Plays Incorporated","Middle",4,"50%",,12,12,22,2.8,"70.8%","25.0%","23.5%","25%",222,142,11,7.7,"26.5%",406,"25.7%",,226,"24.6%",,0.38,0.03,0.16
