"Team","GP","W","L","AGT","K","D","KD","CKPM","GPR","GSPD","EGR","MLR","GD15","FB%","FT%","F3T%","PPG","HLD%","FD%","DRG%","ELD%","FBN%","BN%","LNE%","JNG%","WPM","CWPM","WCPM"
"ATLAS eSports Team",14,6,8,35.8,214,269,0.8,0.96,-0.89,"-6.2%",,,-1303,"50%","36%","29%",,,"43%","26%",,"43%","53%","49.5%","44.6%",2.21,0.32,0.69
"Beşiktaş Esports",14,12,2,33.9,291,175,1.66,0.98,1.47,"15.3%",,,867,"43%","79%","86%",,,"43%","62%",,"64%","88%","52.0%","50.6%",2.37,0.34,0.82
"Big Plays Incorporated",14,4,10,36.8,214,263,0.81,0.92,-1.12,"-9.2%",,,-1297,"36%","43%","36%",,,"43%","41%",,"0%","11%","48.9%","53.7%",2.47,0.31,0.75
"Dark Passage",14,11,3,32.4,256,144,1.78,0.88,1.63,"10.8%",,,1745,"50%","64%","79%",,,"64%","66%",,"64%","53%","52.0%","52.7%",2.26,0.37,0.88
"HWA Gaming",14,11,3,31.9,274,177,1.55,1.01,2.08,"11.9%",,,2250,"57%","64%","79%",,,"86%","80%",,"71%","67%","52.0%","51.1%",2.2,0.35,0.87
"NumberOne Esports",14,5,9,34.6,211,252,0.84,0.96,-1.09,"-7.8%",,,-1348,"36%","36%","29%",,,"43%","53%",,"36%","40%","48.0%","49.8%",2.34,0.34,0.77
"Team Turquality",14,5,9,34.7,231,240,0.96,0.97,0.26,"1.7%",,,612,"71%","36%","43%",,,"64%","49%",,"50%","50%","50.2%","49.1%",2.45,0.34,0.9
"ZONE eSports",14,2,12,35.7,172,348,0.49,1.04,-1.88,"-16.5%",,,-1526,"57%","43%","21%",,,"14%","29%",,"21%","40%","47.4%","48.4%",2.8,0.38,0.69
