"Champion","Pos","GP","P%","B%","P+B%","W%","CTR%","K","D","A","KDA","KP","DTH%","FB%","GD10","XPD10","CSD10","CSPM","CS%P15","DPM","DMG%","GOLD%","WPM","WCPM"
"Draven","ADC",1,"1.8%","0.0%","1.8%","0%","-",3,2,4,3.5,"63.6%","9.5%","0%",-90,131,-5,7.1,"32.4%",492,"25.9%","26.0%",0.12,0.09
"Elise","Jungle",1,"1.8%","0.0%","1.8%","0%","-",2,5,13,3,"46.9%","14.7%","0%",39,128,-2,2.5,"10.2%",279,"9.4%","15.8%",0.88,0.22
"Fizz","Top",2,"3.6%","0.0%","3.6%","0%","-",13,10,2,1.5,"42.9%","20.4%","0%",-287,127,-16.5,5.3,"18.0%",431,"20.9%","20.3%",0.44,0.05
"Gnar","Top",18,"32.1%","39.3%","71.4%","33%","-",49,58,90,2.4,"55.2%","16.4%","0%",-164,-195,-3.7,6.2,"23.5%",448,"24.9%","20.6%",0.29,0.09
"Graves","ADC",39,"69.6%","1.8%","71.4%","51%","-",198,127,194,3.1,"62.3%","19.6%","13%",17,-43,2.2,7.9,"32.6%",503,"27.0%","26.0%",0.12,0.11
"Hecarim","Top",1,"1.8%","0.0%","1.8%","100%","-",9,5,11,4,"83.3%","25.0%","100%",909,605,16,7.1,"28.5%",735,"30.5%","25.7%",0.59,0.05
"Irelia","Top",13,"23.2%","51.8%","75.0%","38%","-",40,43,43,1.9,"54.2%","21.3%","0%",-64,-240,-0.3,6.7,"24.2%",371,"22.8%","22.5%",0.29,0.08
"Janna","Support",36,"64.3%","21.4%","85.7%","53%","-",19,121,413,3.6,"72.5%","21.3%","22%",-13,48,-3.5,0.4,"2.2%",105,"5.7%","11.6%",1.09,0.26
"Jarvan IV","Jungle",28,"50.0%","35.7%","85.7%","46%","-",51,106,243,2.8,"70.8%","21.9%","43%",-220,-199,0.1,3,"12.1%",205,"11.3%","17.4%",0.54,0.24
"Jax","Top",4,"7.1%","1.8%","8.9%","25%","-",14,20,10,1.2,"42.1%","19.8%","50%",6,-151,-10,6.6,"24.9%",390,"22.4%","22.8%",0.25,0.07
"Jinx","ADC",4,"7.1%","0.0%","7.1%","25%","-",11,10,18,2.9,"70.7%","14.1%","25%",-439,-340,-18.8,8,"36.2%",435,"26.9%","27.3%",0.1,0.13
"Kalista","ADC",22,"39.3%","25.0%","64.3%","64%","-",151,52,135,5.5,"65.6%","16.7%","23%",73,96,2.8,7.8,"33.3%",538,"26.8%","25.9%",0.12,0.09
"Kassadin","Middle",9,"16.1%","58.9%","80.4%","33%","-",37,23,43,3.5,"65.6%","15.6%","22%",-441,-315,-10.8,6.4,"22.5%",450,"26.5%","22.1%",0.34,0.15
"Kassadin","Top",3,"5.4%","58.9%","80.4%","67%","-",16,8,22,4.8,"63.3%","11.4%","33%",165,313,12.7,6.3,"22.1%",588,"25.6%","20.8%",0.32,0.13
"Kennen","Top",2,"3.6%","0.0%","3.6%","50%","-",7,9,13,2.2,"64.5%","26.5%","0%",87,115,0.5,7.1,"26.3%",544,"26.5%","21.3%",0.71,0.07
"Kha'Zix","Jungle",3,"5.4%","0.0%","5.4%","0%","-",8,10,19,2.7,"71.1%","14.3%","33%",-49,26,1.7,3.2,"14.6%",298,"16.4%","19.7%",0.25,0.28
"LeBlanc","Middle",13,"23.2%","37.5%","60.7%","54%","-",68,34,62,3.8,"58.6%","16.7%","46%",126,-142,-0.7,6.8,"26.2%",499,"26.2%","23.0%",0.31,0.18
"Lee Sin","Jungle",11,"19.6%","26.8%","46.4%","73%","-",47,29,92,4.8,"67.8%","17.3%","73%",4,-138,-6.9,3,"11.7%",244,"12.4%","18.2%",0.76,0.22
"Leona","Support",9,"16.1%","1.8%","17.9%","33%","-",9,47,62,1.5,"61.7%","28.3%","56%",14,178,8,1.3,"5.2%",164,"10.0%","10.6%",0.86,0.22
"Lissandra","Middle",12,"21.4%","44.6%","91.1%","58%","-",55,54,80,2.5,"57.4%","25.0%","33%",255,226,5.3,7.6,"28.2%",502,"25.5%","23.5%",0.32,0.17
"Lissandra","Top",14,"25.0%","44.6%","91.1%","71%","-",46,45,112,3.5,"65.0%","25.6%","14%",60,-1,1.1,7.4,"28.1%",471,"24.6%","22.0%",0.4,0.13
"Lucian","ADC",9,"16.1%","0.0%","16.1%","56%","-",47,26,60,4.1,"71.3%","17.2%","11%",221,273,8.8,8.6,"35.3%",612,"30.6%","28.1%",0.11,0.16
"Lulu","Middle",6,"10.7%","5.4%","21.4%","33%","-",14,18,48,3.4,"76.5%","15.0%","0%",-326,-304,-4,6.4,"24.2%",436,"24.4%","22.4%",0.36,0.13
"Lulu","Support",2,"3.6%","5.4%","21.4%","50%","-",1,5,11,2.4,"60.0%","21.7%","0%",48,304,0.5,0.6,"3.8%",125,"8.9%","10.2%",0.85,0.36
"Lulu","Top",1,"1.8%","5.4%","21.4%","0%","-",1,4,0,0.3,"100.0%","30.8%","0%",-501,-691,-6,6,"18.3%",196,"22.9%","21.9%",0.29,0
"Malphite","Top",3,"5.4%","0.0%","5.4%","33%","-",1,6,16,2.8,"50.0%","12.0%","0%",-208,110,-15,5.1,"20.4%",264,"18.6%","17.2%",0.27,0.07
"Maokai","Top",22,"39.3%","12.5%","51.8%","59%","-",68,65,192,4,"62.8%","19.4%","27%",179,199,5.6,6.4,"22.8%",413,"22.4%","20.9%",0.37,0.08
"Morgana","Support",6,"10.7%","5.4%","25.0%","33%","-",2,28,57,2.1,"61.5%","20.6%","17%",26,-106,-5.2,0.5,"2.8%",238,"12.3%","11.9%",0.99,0.2
"Morgana","Top",5,"8.9%","5.4%","25.0%","40%","-",5,15,45,3.3,"67.6%","17.6%","0%",50,133,-2.4,6.6,"23.1%",450,"23.7%","20.5%",0.51,0.12
"Nami","Support",14,"25.0%","1.8%","26.8%","43%","-",10,44,145,3.5,"70.1%","19.7%","7%",38,-41,-3.1,0.4,"2.0%",178,"9.9%","11.6%",1.05,0.25
"Nautilus","Support",1,"1.8%","0.0%","1.8%","0%","-",0,10,4,0.4,"66.7%","38.5%","100%",-78,-232,0,1,"3.3%",189,"12.3%","8.1%",1.23,0.24
"Nidalee","Jungle",1,"1.8%","5.4%","12.5%","0%","-",2,3,4,2,"46.2%","21.4%","0%",793,1108,20,4.1,"16.1%",300,"20.3%","20.0%",0.4,0.23
"Nidalee","Middle",3,"5.4%","5.4%","12.5%","100%","-",18,7,24,6,"64.6%","29.2%","0%",-50,-143,3.3,6.6,"22.7%",548,"24.0%","21.7%",0.25,0.22
"Nunu & Willump","Jungle",2,"3.6%","0.0%","3.6%","0%","-",0,4,4,1,"80.0%","12.9%","0%",-49,33,7.5,2.8,"7.8%",85,"7.8%","16.3%",0.83,0.17
"Olaf","Jungle",7,"12.5%","7.1%","23.2%","71%","-",28,15,70,6.5,"67.6%","18.8%","43%",192,-77,-3.4,3,"12.1%",357,"18.3%","17.5%",0.48,0.25
"Olaf","Top",2,"3.6%","7.1%","23.2%","50%","-",9,9,10,2.1,"52.8%","26.5%","0%",424,629,16.5,7.6,"30.2%",535,"28.7%","25.8%",0.2,0.09
"Orianna","Middle",12,"21.4%","1.8%","23.2%","17%","-",38,44,56,2.1,"72.3%","18.7%","8%",-234,-12,-1.2,7.1,"29.2%",386,"26.8%","25.2%",0.33,0.1
"Pantheon","Jungle",4,"7.1%","19.6%","26.8%","25%","-",16,21,17,1.6,"66.0%","25.0%","0%",194,99,0.8,2.7,"11.6%",290,"17.2%","18.3%",0.28,0.19
"Poppy","Top",1,"1.8%","0.0%","1.8%","0%","-",7,7,5,1.7,"37.5%","20.6%","100%",-363,-1000,-26,5.8,"22.9%",597,"20.1%","20.0%",0.44,0.02
"Rek'Sai","Jungle",29,"51.8%","42.9%","94.6%","66%","-",97,81,274,4.6,"66.1%","18.4%","41%",155,212,1.4,3.3,"12.6%",301,"14.4%","18.5%",0.58,0.2
"Renekton","Top",2,"3.6%","0.0%","3.6%","50%","-",7,7,17,3.4,"66.7%","21.9%","0%",-360,-133,0,7.4,"28.3%",453,"25.9%","24.1%",0.28,0.09
"Rengar","Jungle",6,"10.7%","5.4%","17.9%","83%","-",12,16,35,2.9,"46.5%","25.4%","50%",133,77,-1.3,3,"12.3%",208,"10.5%","16.9%",0.34,0.18
"Rengar","Top",1,"1.8%","5.4%","17.9%","0%","-",0,6,1,0.2,"16.7%","33.3%","0%",-120,-324,-8,6.3,"23.6%",266,"23.4%","19.6%",0.36,0.04
"Rumble","Top",8,"14.3%","12.5%","26.8%","50%","-",45,25,52,3.9,"57.1%","20.2%","13%",-171,64,0.6,5.9,"22.8%",655,"29.6%","20.0%",0.32,0.05
"Sejuani","Jungle",9,"16.1%","3.6%","19.6%","33%","-",15,35,81,2.7,"64.9%","19.6%","11%",-205,-218,-0.4,3,"12.0%",219,"12.5%","16.8%",0.66,0.2
"Sion","Top",6,"10.7%","0.0%","10.7%","83%","-",16,12,56,6,"58.1%","16.7%","17%",-87,-125,-4.2,6.4,"23.7%",387,"18.2%","19.4%",0.41,0.07
"Sivir","ADC",14,"25.0%","1.8%","26.8%","71%","-",70,49,126,4,"69.5%","20.4%","29%",-61,36,-4.6,7.8,"34.4%",553,"25.8%","25.1%",0.12,0.09
"Soraka","Support",2,"3.6%","1.8%","5.4%","50%","-",2,3,15,5.7,"58.6%","13.6%","0%",-115,-107,3.5,0.6,"3.0%",75,"5.3%","11.1%",1.22,0.21
"Syndra","Middle",2,"3.6%","0.0%","3.6%","50%","-",9,9,7,1.8,"55.2%","34.6%","50%",66,-87,1.5,8,"29.7%",501,"31.9%","24.8%",0.5,0.09
"Thresh","Support",16,"28.6%","12.5%","41.1%","56%","-",10,66,181,2.9,"60.3%","22.7%","6%",-52,25,7.4,0.9,"3.3%",137,"7.5%","9.9%",1.08,0.21
"Tristana","ADC",6,"10.7%","1.8%","12.5%","17%","-",29,13,16,3.5,"65.2%","11.6%","0%",-77,13,-5,8,"34.8%",411,"22.3%","29.0%",0.14,0.04
"Twisted Fate","Middle",3,"5.4%","0.0%","5.4%","33%","-",11,14,8,1.4,"76.0%","24.1%","33%",336,120,-6.3,7.6,"29.1%",482,"31.1%","28.2%",0.36,0.12
"Vayne","ADC",3,"5.4%","0.0%","5.4%","0%","-",5,12,4,0.8,"40.9%","22.2%","0%",-159,5,-7,6.7,"29.0%",415,"28.5%","24.0%",0.15,0.09
"Veigar","Support",1,"1.8%","0.0%","1.8%","100%","-",1,2,15,8,"80.0%","15.4%","0%",354,439,5,0.6,"2.8%",130,"5.9%","12.1%",1.01,0.28
"Vel'Koz","Support",1,"1.8%","0.0%","1.8%","0%","-",4,8,11,1.9,"68.2%","22.9%","100%",603,458,-7,1,"6.4%",678,"25.2%","13.3%",0.86,0.07
"Vi","Jungle",8,"14.3%","0.0%","14.3%","25%","-",18,32,51,2.2,"61.6%","21.5%","25%",97,166,3.3,3.1,"13.0%",181,"10.9%","18.4%",0.4,0.25
"Viktor","Middle",1,"1.8%","0.0%","1.8%","0%","-",1,7,8,1.3,"40.9%","20.0%","0%",-374,-45,-8,5.9,"25.9%",615,"22.9%","18.8%",0.31,0.02
"Warwick","Jungle",1,"1.8%","0.0%","1.8%","0%","-",6,5,10,3.2,"80.0%","20.8%","0%",-605,-283,-5,3.1,"14.0%",249,"13.5%","21.8%",0.19,0.24
"Wukong","Jungle",1,"1.8%","0.0%","1.8%","0%","-",2,7,4,0.9,"50.0%","23.3%","0%",80,564,4,3,"10.4%",244,"14.8%","15.8%",0.36,0.03
"Xerath","Middle",15,"26.8%","14.3%","41.1%","60%","-",50,56,100,2.7,"62.0%","24.0%","27%",-23,125,0.9,7.1,"27.1%",618,"31.3%","22.6%",0.34,0.12
"Zed","Middle",9,"16.1%","14.3%","30.4%","56%","-",64,36,39,2.9,"56.0%","24.8%","44%",421,165,10.4,7.2,"27.0%",557,"25.1%","24.0%",0.31,0.08
