"Champion","Pos","GP","P%","B%","P+B%","W%","CTR%","K","D","A","KDA","KP","DTH%","FB%","GD10","XPD10","CSD10","CSPM","CS%P15","DPM","DMG%","GOLD%","WPM","WCPM"
"Lucian","ADC",8,"61.5%","0.0%","61.5%","63%","-",38,13,39,5.9,"74.8%","14.9%","0%",43,-15,2.6,9.4,"29.9%",642,"27.1%","25.6%",0.52,0.24
"Lulu","Middle",2,"15.4%","0.0%","15.4%","0%","-",1,7,6,1,"77.8%","23.3%","100%",391,295,7,7.6,"22.7%",305,"15.8%","23.3%",0.56,0.17
"Maokai","Top",9,"69.2%","30.8%","100.0%","78%","-",23,15,76,6.6,"73.9%","23.4%","11%",-32,-141,-0.7,7.6,"22.8%",411,"17.7%","20.2%",0.47,0.09
"Nautilus","Top",3,"23.1%","0.0%","23.1%","0%","-",10,14,9,1.4,"65.5%","25.9%","0%",-201,-364,-4.7,6.8,"21.5%",462,"22.7%","20.8%",0.47,0.17
"Nidalee","Jungle",4,"30.8%","53.8%","84.6%","25%","-",5,11,14,1.7,"67.9%","19.6%","25%",292,459,8.8,5.4,"17.3%",391,"19.5%","22.2%",0.47,0.74
"Poppy","Top",7,"53.8%","30.8%","84.6%","43%","-",15,16,38,3.3,"76.8%","17.0%","29%",128,120,0.1,7.5,"24.1%",409,"19.5%","21.0%",0.52,0.16
"Rammus","Top",1,"7.7%","0.0%","7.7%","100%","-",5,1,9,14,"93.3%","12.5%","0%",-205,-189,-3,9.1,"29.1%",412,"19.7%","24.6%",0.46,0.14
"Ryze","Middle",2,"15.4%","84.6%","100.0%","50%","-",8,3,10,6,"72.0%","18.8%","0%",-358,-472,-14.5,8.4,"28.3%",458,"21.0%","22.5%",0.51,0.21
"Sivir","ADC",9,"69.2%","30.8%","100.0%","56%","-",26,18,52,4.3,"72.2%","20.0%","22%",-15,142,1.4,10.5,"34.3%",731,"33.5%","26.1%",0.54,0.2
"Tahm Kench","Support",5,"38.5%","0.0%","38.5%","80%","-",3,8,39,5.3,"64.6%","24.2%","20%",-50,-230,1,1.3,"4.5%",150,"6.9%","11.7%",1.1,0.34
"Trundle","Support",7,"53.8%","7.7%","69.2%","43%","-",4,17,57,3.6,"71.8%","17.9%","14%",51,162,0.7,1.5,"5.2%",124,"5.9%","12.0%",1.6,0.51
"Trundle","Top",1,"7.7%","7.7%","69.2%","100%","-",3,1,5,8,"66.7%","25.0%","0%",502,624,20,9,"28.0%",429,"20.7%","23.1%",0.57,0.03
"Twisted Fate","Middle",1,"7.7%","15.4%","23.1%","100%","-",9,2,4,6.5,"76.5%","40.0%","0%",-663,-507,-13,7.3,"20.4%",676,"24.6%","24.5%",0.51,0.22
"Twitch","ADC",1,"7.7%","0.0%","7.7%","0%","-",5,4,4,2.3,"47.4%","21.1%","100%",121,-28,-9,8.5,"28.6%",543,"26.3%","23.8%",0.5,0.29
"Varus","Middle",1,"7.7%","23.1%","30.8%","0%","-",4,4,6,2.5,"90.9%","21.1%","0%",186,63,9,7.6,"19.6%",787,"36.2%","20.2%",0.56,0.2
"Vel'Koz","Middle",1,"7.7%","0.0%","7.7%","100%","-",2,5,8,2,"52.6%","26.3%","0%",17,-240,-2,7,"20.7%",485,"20.9%","20.2%",0.66,0.08
"Zilean","Middle",3,"23.1%","38.5%","61.5%","100%","-",5,2,23,14,"68.3%","18.2%","33%",258,441,6.3,8.7,"25.8%",533,"23.7%","21.5%",0.55,0.19
