"Team","GP","W","L","AGT","K","D","KD","CKPM","GPR","GSPD","EGR","MLR","GD15","FB%","FT%","F3T%","PPG","HLD%","FD%","DRG%","ELD%","FBN%","BN%","LNE%","JNG%","WPM","CWPM","WCPM"
"Jin Air Green Wings",6,3,3,43.8,58,64,0.91,0.46,-0.47,"-3.2%",,,-435,"33%","33%","50%",,"33%","50%","36%",,"50%","36%","49.0%","47.7%",3.74,0.86,1.68
"KT Rolster",3,0,3,33.8,24,52,0.46,0.75,-1.42,"-14.2%",,,-608,"0%","67%","33%",,"0%","0%","18%",,"0%","25%","48.3%","49.1%",3.43,0.72,1.73
"Kwangdong Freecs",2,0,2,40.5,12,38,0.32,0.62,-0.26,"-12.4%",,,1384,"100%","50%","50%",,"75%","50%","40%",,"0%","0%","51.3%","47.6%",2.87,0.56,1.04
"ROX Tigers",4,1,3,38.7,43,56,0.77,0.64,-0.54,"-6.3%",,,-542,"75%","25%","50%",,"75%","0%","31%",,"50%","63%","49.8%","46.5%",3.74,0.69,1.67
"SK Telecom T1",11,9,2,39.8,160,87,1.84,0.56,0.85,"10.1%",,,348,"55%","64%","55%",,"58%","82%","74%",,"73%","68%","50.8%","53.2%",3.86,0.67,1.47
