"Champion","Pos","GP","P%","B%","P+B%","W%","CTR%","K","D","A","KDA","KP","DTH%","FB%","GD10","XPD10","CSD10","CSPM","CS%P15","DPM","DMG%","GOLD%","WPM","WCPM"
"Aatrox","Top",4,"8.3%","0.0%","8.3%","25%","100%",15,11,14,2.6,"67.4%","16.7%","0%",-654,-482,-16.3,7.5,"23.5%",563,"28.7%","23.9%",0.44,0.1
"Akali","Middle",5,"10.4%","14.6%","27.1%","60%","80%",22,9,23,5,"60.8%","14.1%","20%",250,79,-6,8.7,"24.6%",431,"21.8%","22.5%",0.43,0.18
"Akali","Top",1,"2.1%","14.6%","27.1%","100%","100%",5,2,4,4.5,"45.0%","28.6%","0%",243,37,8,8.8,"23.7%",670,"33.5%","23.4%",0.17,0.09
"Alistar","Support",11,"22.9%","52.1%","75.0%","45%","55%",14,33,96,3.3,"75.3%","22.4%","9%",33,25,0.9,1.1,"2.6%",155,"8.7%","9.2%",1.68,0.27
"Aphelios","ADC",6,"12.5%","4.2%","16.7%","50%","83%",23,14,27,3.6,"69.4%","19.7%","33%",-480,-255,-3.7,9.3,"30.6%",487,"26.1%","26.7%",0.32,0.46
"Azir","Middle",7,"14.6%","27.1%","41.7%","43%","86%",16,21,26,2,"60.9%","21.0%","0%",-86,141,0.5,8.2,"24.6%",501,"30.6%","23.0%",0.44,0.24
"Bard","Support",1,"2.1%","2.1%","4.2%","100%","0%",1,2,6,3.5,"77.8%","18.2%","0%",-153,-22,-3,1.2,"3.0%",166,"8.3%","9.2%",2.31,0.42
"Braum","Support",1,"2.1%","0.0%","2.1%","0%","100%",0,2,3,1.5,"50.0%","14.3%","0%",-251,-274,-3,1,"3.1%",157,"7.9%","7.0%",1.72,0.22
"Camille","Top",1,"2.1%","0.0%","2.1%","0%","100%",1,3,1,0.7,"50.0%","13.0%","0%",-1457,-2522,-60,4.5,"29.7%",193,"18.8%","17.4%",0.37,0
"Corki","Middle",1,"2.1%","6.3%","8.3%","100%","0%",4,2,9,6.5,"68.4%","25.0%","0%",-1114,-660,-20,8.4,"26.5%",627,"36.8%","22.2%",0.5,0.18
"Draven","ADC",3,"6.3%","0.0%","6.3%","33%","100%",18,6,12,5,"58.8%","15.0%","33%",681,467,17,10,"30.5%",557,"29.1%","30.2%",0.61,0.41
"Ezreal","ADC",2,"4.2%","2.1%","6.2%","50%","100%",1,5,4,1,"55.6%","20.0%","0%",-778,-162,-7,9.2,"30.8%",542,"33.9%","25.2%",0.29,0.19
"Galio","Middle",1,"2.1%","0.0%","8.3%","100%","100%",5,2,11,8,"80.0%","22.2%","0%",131,-2,5,7.9,"21.5%",555,"19.5%","21.0%",0.42,0.16
