"Champion","Pos","GP","P%","B%","P+B%","W%","CTR%","K","D","A","KDA","KP","DTH%","FB%","GD10","XPD10","CSD10","CSPM","CS%P15","DPM","DMG%","GOLD%","WPM","WCPM"
"Galio","Support",3,"6.3%","0.0%","8.3%","33%","67%",2,12,12,1.2,"50.0%","21.8%","0%",-250,-210,-1.7,1.2,"4.4%",151,"9.1%","8.3%",1.33,0.17
"Gangplank","Top",3,"6.3%","2.1%","8.3%","33%","67%",19,9,27,5.1,"79.3%","16.1%","0%",-529,-64,-17,7.9,"27.5%",811,"32.6%","26.4%",0.44,0.21
"Gnar","Top",19,"39.6%","37.5%","77.1%","53%","47%",49,50,86,2.7,"55.1%","21.0%","16%",122,166,-0.1,7.9,"24.0%",449,"23.8%","22.5%",0.4,0.23
"Gragas","Support",5,"10.4%","33.3%","60.4%","20%","60%",3,17,19,1.3,"47.8%","23.3%","0%",-60,-78,0,1.3,"3.4%",189,"11.8%","8.8%",1.48,0.38
"Gragas","Top",8,"16.7%","33.3%","60.4%","63%","63%",19,19,56,3.9,"59.1%","20.2%","0%",-430,-220,-13.9,7,"19.8%",447,"22.7%","18.8%",0.32,0.17
"Graves","Jungle",1,"2.1%","2.1%","4.2%","100%","100%",11,0,2,13,"59.1%","0.0%","0%",426,880,25,10,"33.3%",618,"24.7%","28.0%",0.23,0.43
"Hecarim","Jungle",24,"50.0%","47.9%","97.9%","58%","0%",62,67,200,3.9,"77.1%","20.2%","21%",157,158,1.2,5.7,"15.6%",282,"13.5%","17.7%",0.41,0.42
"Irelia","Top",6,"12.5%","2.1%","14.6%","67%","100%",22,21,35,2.7,"57.0%","21.9%","33%",592,414,8,8.1,"24.2%",423,"22.0%","23.2%",0.35,0.17
"Jax","-",0,"0%","4.2%","4.2%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Jayce","Top",17,"35.4%","22.9%","58.3%","59%","24%",45,52,104,2.9,"59.1%","24.0%","24%",20,16,11.8,8.8,"27.0%",661,"32.2%","23.9%",0.38,0.24
"Jinx","ADC",13,"27.1%","25.0%","52.1%","38%","31%",45,35,76,3.5,"73.8%","19.9%","31%",293,-11,13,10.6,"37.8%",579,"30.5%","29.3%",0.4,0.56
"Kai'Sa","ADC",24,"50.0%","22.9%","72.9%","58%","38%",133,57,98,4.1,"66.0%","16.8%","25%",73,105,7,9.6,"32.8%",495,"25.2%","28.2%",0.51,0.38
"Kalista","-",0,"0%","10.4%","10.4%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Karma","Middle",2,"4.2%","0.0%","10.4%","50%","50%",1,7,18,2.7,"79.2%","18.9%","0%",-389,-70,1,7.3,"17.1%",363,"19.8%","18.1%",0.43,0.19
"Karma","Support",2,"4.2%","0.0%","10.4%","0%","100%",0,9,4,0.4,"50.0%","23.7%","50%",141,446,26.5,3.6,"13.3%",197,"14.1%","12.4%",0.85,0.42
"Karma","Top",1,"2.1%","0.0%","10.4%","0%","0%",0,3,4,1.3,"80.0%","16.7%","0%",-319,-173,-14,6.1,"13.8%",353,"21.4%","17.5%",0.52,0.24
"Karthus","-",0,"0%","2.1%","2.1%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Kassadin","Middle",2,"4.2%","2.1%","6.2%","100%","100%",11,2,18,14.5,"70.7%","10.0%","50%",240,319,2,7.9,"13.3%",655,"25.2%","22.1%",0.32,0.13
"Kayn","Jungle",1,"2.1%","0.0%","2.1%","100%","100%",4,0,3,7,"50.0%","-","100%",389,1192,18,7.8,"19.6%",228,"12.2%","18.5%",1.43,0.85
"Kennen","-",0,"0%","4.2%","4.2%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Kled","Middle",1,"2.1%","2.1%","4.2%","100%","100%",0,0,8,8,"66.7%","0.0%","0%",15,570,6,9.5,"28.4%",177,"12.6%","24.6%",0.5,0.29
"LeBlanc","-",0,"0%","2.1%","2.1%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Lee Sin","Jungle",1,"2.1%","0.0%","2.1%","100%","100%",9,2,8,8.5,"70.8%","25.0%","0%",-55,-399,-10,6,"18.9%",319,"10.3%","20.2%",0.54,0.23
"Leona","Support",6,"12.5%","6.3%","18.8%","33%","67%",3,24,48,2.1,"58.0%","25.0%","33%",-190,-308,-10,1.3,"3.2%",133,"7.3%","8.6%",1.54,0.47
"Lillia","Jungle",8,"16.7%","31.3%","47.9%","38%","75%",11,23,36,2,"60.3%","22.8%","38%",-136,81,-0.6,6.6,"17.6%",305,"20.8%","18.5%",0.51,0.36
"Lucian","Middle",1,"2.1%","35.4%","43.8%","100%","0%",6,1,2,8,"88.9%","9.1%","100%",657,-78,-1,9.3,"28.7%",520,"26.0%","29.2%",0.48,0.42
"Lucian","Top",3,"6.3%","35.4%","43.8%","100%","33%",11,11,25,3.3,"64.3%","19.0%","0%",88,110,3,8.7,"27.7%",555,"25.8%","23.8%",0.43,0.18
"Lulu","Middle",2,"4.2%","0.0%","4.2%","0%","100%",2,8,4,0.8,"66.7%","22.2%","0%",-119,-306,-6.5,6.7,"18.2%",264,"18.6%","19.8%",0.36,0.21
"Malphite","Top",2,"4.2%","4.2%","8.3%","50%","100%",7,5,12,3.8,"52.8%","23.8%","0%",-333,-488,-30,6.7,"16.4%",380,"23.4%","18.7%",0.3,0.17
"Maokai","Support",1,"2.1%","2.1%","4.2%","100%","100%",0,1,9,9,"50.0%","14.3%","0%",-107,-599,-2,1,"1.7%",244,"9.7%","7.6%",1.49,0.31
"Nautilus","Support",8,"16.7%","14.6%","31.3%","38%","88%",8,30,75,2.8,"79.0%","25.2%","38%",205,202,1.5,1.3,"2.2%",143,"8.5%","9.4%",1.65,0.32
"Nidalee","Jungle",5,"10.4%","18.8%","29.2%","40%","60%",19,16,29,3,"81.4%","22.9%","60%",394,190,3.2,6.7,"19.9%",447,"25.0%","22.0%",0.42,0.52
"Nocturne","Jungle",6,"12.5%","47.9%","64.6%","50%","50%",24,22,44,3.1,"66.7%","25.0%","33%",37,-346,-3.7,6.4,"17.2%",354,"17.4%","20.3%",0.86,0.37
"Nocturne","Top",2,"4.2%","47.9%","64.6%","50%","50%",2,5,13,3,"57.7%","15.2%","0%",272,-178,14,8.2,"23.6%",323,"19.4%","22.1%",0.3,0.11
"Olaf","Jungle",11,"22.9%","2.1%","25.0%","55%","64%",32,29,74,3.7,"66.7%","21.5%","36%",140,257,4.1,6.2,"17.0%",431,"22.6%","19.7%",0.47,0.43
"Orianna","Middle",22,"45.8%","39.6%","85.4%","41%","9%",54,53,142,3.7,"67.4%","17.4%","14%",-4,-46,2.4,8.9,"26.0%",462,"25.8%","23.6%",0.41,0.25
"Ornn","Top",4,"8.3%","6.3%","14.6%","50%","100%",8,11,24,2.9,"66.7%","18.6%","75%",-207,-300,-14.8,7.2,"20.9%",316,"15.9%","19.7%",0.39,0.08
"Qiyana","Middle",1,"2.1%","2.1%","4.2%","100%","100%",3,3,7,3.3,"52.6%","33.3%","100%",220,341,10,7.5,"20.0%",534,"26.0%","20.7%",0.42,0.16
"Quinn","Top",2,"4.2%","12.5%","16.7%","50%","50%",12,8,6,2.3,"66.7%","26.7%","0%",407,200,12.5,8.9,"27.5%",622,"30.6%","27.9%",0.37,0.25
"Rakan","Support",10,"20.8%","14.6%","35.4%","60%","100%",10,38,94,2.7,"77.0%","23.8%","30%",-50,59,-1.6,1.1,"2.7%",125,"7.0%","9.4%",2.01,0.47
"Rell","Support",25,"52.1%","31.3%","83.3%","52%","16%",20,88,210,2.6,"62.5%","25.6%","20%",-135,-82,-8,1.1,"2.5%",136,"7.0%","8.5%",1.66,0.35
"Renekton","Middle",4,"8.3%","37.5%","75.0%","50%","0%",10,14,20,2.1,"44.1%","18.9%","50%",144,139,2.5,8.4,"24.3%",334,"17.3%","20.9%",0.33,0.28
"Renekton","Top",14,"29.2%","37.5%","75.0%","36%","7%",30,26,52,3.2,"54.3%","16.9%","29%",264,193,6.9,8.6,"25.7%",342,"18.9%","23.4%",0.43,0.23
"Ryze","Middle",6,"12.5%","16.7%","29.2%","50%","83%",34,10,47,8.1,"77.1%","13.3%","33%",179,129,-0.3,8.8,"28.5%",472,"24.0%","25.6%",0.43,0.11
"Samira","ADC",1,"2.1%","0.0%","2.1%","100%","100%",8,3,2,3.3,"50.0%","42.9%","100%",533,118,-20,9.4,"29.5%",505,"25.2%","25.6%",0.43,0.26
"Sejuani","Top",2,"4.2%","0.0%","4.2%","50%","100%",0,1,13,13,"52.0%","4.8%","0%",-701,-770,-17.5,7.9,"27.0%",365,"21.7%","20.4%",0.32,0.25
"Senna","ADC",7,"14.6%","8.3%","22.9%","43%","57%",26,24,56,3.4,"75.9%","22.2%","43%",-414,-393,-58.7,2.6,"10.1%",607,"27.2%","17.4%",1.27,0.41
"Seraphine","Middle",3,"6.3%","4.2%","10.4%","33%","33%",8,5,27,7,"79.5%","12.8%","0%",-34,93,-2.7,7.6,"18.7%",365,"17.4%","20.3%",0.41,0.15
"Sett","Support",1,"2.1%","6.3%","14.6%","100%","100%",4,1,9,13,"50.0%","16.7%","0%",565,529,5,1.4,"3.5%",252,"10.6%","12.8%",1.58,0.46
"Sett","Top",3,"6.3%","6.3%","14.6%","33%","33%",9,12,12,1.8,"58.3%","25.5%","0%",247,104,11.3,7.5,"21.1%",290,"17.2%","22.0%",0.37,0.33
"Sion","Top",2,"4.2%","10.4%","14.6%","0%","100%",7,4,11,4.5,"72.0%","10.3%","0%",91,274,0,7.7,"21.7%",329,"20.5%","24.6%",0.35,0.18
"Sylas","Middle",9,"18.8%","29.2%","52.1%","67%","44%",49,22,61,5,"74.8%","18.2%","11%",-301,-293,-6.4,7.7,"23.1%",501,"25.2%","23.1%",0.33,0.18
"Sylas","Top",2,"4.2%","29.2%","52.1%","50%","50%",7,6,11,3,"66.7%","17.1%","0%",-370,-21,-5.5,7.2,"21.5%",624,"31.5%","22.7%",0.39,0.14
"Syndra","Middle",4,"8.3%","0.0%","8.3%","50%","100%",15,10,23,3.8,"62.3%","17.5%","0%",770,208,11.3,8.1,"23.0%",622,"25.7%","22.3%",0.22,0.26
"Tahm Kench","Support",15,"31.3%","39.6%","70.8%","60%","47%",10,28,132,5.1,"65.1%","17.0%","33%",265,95,16.5,2.7,"6.2%",137,"6.3%","10.9%",1.09,0.19
"Thresh","Support",7,"14.6%","85.4%","100.0%","71%","0%",2,14,84,6.1,"78.2%","18.2%","57%",-102,53,-9.1,1.1,"1.9%",106,"4.9%","9.0%",1.41,0.33
"Tristana","ADC",24,"50.0%","16.7%","66.7%","38%","38%",100,59,101,3.4,"68.4%","16.5%","8%",56,60,3.2,10,"33.9%",489,"27.2%","28.2%",0.63,0.47
"Twisted Fate","Middle",5,"10.4%","47.9%","58.3%","20%","40%",13,11,24,3.4,"67.3%","15.1%","20%",166,-141,-6.2,7.7,"21.7%",325,"19.1%","23.4%",0.38,0.21
"Udyr","Jungle",24,"50.0%","35.4%","85.4%","50%","58%",50,78,165,2.8,"65.5%","22.5%","46%",-30,35,2.5,5.9,"16.9%",215,"12.2%","18.1%",0.5,0.53
"Varus","ADC",8,"16.7%","2.1%","18.7%","75%","50%",33,15,36,4.6,"57.0%","21.4%","13%",210,237,17.5,9.2,"32.8%",715,"30.6%","26.2%",0.48,0.27
"Viktor","Middle",12,"25.0%","6.3%","31.3%","42%","67%",30,39,64,2.4,"67.6%","21.0%","8%",-151,56,4,8.8,"27.6%",588,"31.9%","22.8%",0.43,0.16
"Volibear","Jungle",13,"27.1%","4.2%","31.3%","31%","77%",18,46,85,2.2,"64.4%","23.1%","31%",-526,-731,-12.8,5,"13.6%",220,"11.9%","15.2%",0.41,0.37
"Xayah","ADC",8,"16.7%","0.0%","16.7%","63%","88%",36,16,37,4.6,"59.8%","13.7%","13%",-324,-230,-11,9.9,"32.2%",507,"25.7%","26.1%",0.35,0.35
"Xin Zhao","Jungle",2,"4.2%","2.1%","6.2%","50%","100%",9,7,10,2.7,"76.0%","28.0%","50%",44,267,4.5,6.3,"18.7%",414,"18.9%","20.8%",0.65,0.43
"Zilean","Middle",3,"6.3%","4.2%","10.4%","67%","67%",1,2,26,13.5,"65.9%","10.5%","33%",-110,-9,-4.3,6.8,"16.9%",268,"14.0%","16.8%",0.43,0.23
"Zoe","Middle",5,"10.4%","39.6%","50.0%","60%","40%",10,9,27,4.1,"57.8%","13.4%","0%",-35,-49,0.4,8,"20.0%",538,"25.6%","20.7%",0.38,0.25
