"Player","Team","Pos","GP","W%","CTR%","K","D","A","KDA","KP","KS%","DTH%","FB%","GD10","XPD10","CSD10","CSPM","CS%P15","DPM","DMG%","D%P15","EGPM","GOLD%","STL","WPM","CWPM","WCPM"
"Karsa","Top Esports","Jungle",12,"42%","67%",41,43,94,3.1,"65.5%","19.9%","21.8%","42%",284,-59,1,5.8,"18.2%",332,"15.4%",,208,"18.0%",,0.47,0.42,0.39
"knight","Top Esports","Middle",12,"42%","50%",50,36,82,3.7,"64.1%","24.3%","18.3%","25%",461,99,4.7,8.3,"24.8%",507,"22.4%",,272,"23.1%",,0.27,0.14,0.28
"Leyan","Rare Atom","Jungle",9,"44%","78%",22,35,35,1.6,"60.0%","23.2%","32.4%","56%",48,106,2.6,6.5,"17.1%",262,"13.9%",,211,"19.0%",,0.49,0.18,0.43
"Light","LNG Esports","ADC",3,"0%","33%",6,13,7,1,"86.7%","40.0%","19.4%","0%",-192,-118,-1.7,9.4,"38.6%",373,"23.6%",,243,"29.8%",,0.33,0.08,0.3
"LokeN","JD Gaming","ADC",4,"25%","50%",14,12,24,3.2,"73.1%","26.9%","19.0%","50%",665,49,27.8,10.8,"35.6%",609,"31.5%",,338,"29.4%",,0.42,0.18,0.56
"Lucas","Invictus Gaming","Support",5,"40%","60%",3,9,29,3.6,"61.5%","5.8%","17.6%","20%",17,-12,-1.8,1.2,"2.7%",113,"5.9%",,94,"8.3%",,1.73,0.56,0.39
"LvMao","JD Gaming","Support",4,"25%","25%",1,12,32,2.8,"63.5%","1.9%","19.0%","50%",30,161,-11.8,1.1,"2.1%",117,"6.4%",,94,"8.1%",,1.38,0.42,0.24
"Lwx","FunPlus Phoenix","ADC",20,"65%","65%",95,52,74,3.3,"63.3%","35.6%","19.2%","20%",-207,-47,-10.6,8.8,"29.1%",472,"24.9%",,310,"26.1%",,0.53,0.13,0.32
"M1kuya","LNG Esports","Top",3,"0%","33%",3,11,7,0.9,"66.7%","20.0%","16.4%","0%",-362,-265,-13.3,6.6,"19.1%",404,"25.8%",,170,"22.0%",,0.44,0.14,0.14
"Meiko","EDward Gaming","Support",13,"54%","69%",18,45,108,2.8,"70.8%","10.1%","26.3%","15%",-9,1,-1,1.4,"3.0%",154,"8.7%",,110,"9.8%",,1.5,0.45,0.23
"Ming","Royal Never Give Up","Support",17,"53%","59%",19,64,173,3,"69.6%","6.9%","25.6%","47%",90,105,-2.5,1.4,"3.8%",155,"8.3%",,117,"10.2%",,1.67,0.53,0.43
"Missing","Team WE","Support",3,"0%","100%",2,10,3,0.5,"71.4%","28.6%","24.4%","0%",-68,5,-1.7,1.3,"3.0%",133,"10.6%",,76,"8.7%",,1.35,0.36,0.48
"Nuguri","FunPlus Phoenix","Top",20,"65%","60%",65,62,118,3,"68.5%","24.3%","22.9%","15%",420,279,9.4,8.2,"24.5%",560,"29.5%",,284,"23.7%",,0.34,0.14,0.26
"ON","Suning","Support",10,"70%","20%",3,28,106,3.9,"66.9%","1.8%","30.1%","30%",-130,-115,-3.3,1.1,"3.1%",142,"7.0%",,101,"9.0%",,1.47,0.47,0.3
"Rookie","Invictus Gaming","Middle",5,"40%","80%",11,10,21,3.2,"61.5%","21.2%","19.6%","20%",-56,105,1.6,8.5,"25.1%",523,"27.0%",,251,"22.3%",,0.36,0.23,0.28
"Scout","EDward Gaming","Middle",13,"54%","46%",58,30,70,4.3,"71.9%","32.6%","17.5%","23%",-118,181,4.5,8.4,"24.6%",496,"27.3%",,266,"24.1%",,0.36,0.14,0.17
"Shanks","Team WE","Middle",3,"0%","33%",0,7,4,0.6,"57.1%","0.0%","17.1%","0%",22,192,9.7,9.3,"25.2%",423,"32.8%",,214,"24.4%",,0.52,0.19,0.24
"SofM","Suning","Jungle",10,"70%","70%",42,22,81,5.6,"75.5%","25.8%","23.7%","40%",16,496,8.7,6.4,"19.4%",401,"19.0%",,237,"20.7%",,0.71,0.36,0.46
"Tarzan","LNG Esports","Jungle",3,"0%","33%",3,13,7,0.8,"66.7%","20.0%","19.4%","0%",-452,-584,-12.3,5.5,"18.3%",320,"20.0%",,160,"19.9%",,0.25,0.26,0.27
"TheShy","Invictus Gaming","Top",5,"40%","40%",13,12,13,2.2,"50.0%","25.0%","23.5%","20%",444,310,9.8,8.6,"25.5%",581,"30.1%",,270,"24.0%",,0.32,0.2,0.22
"Tian","FunPlus Phoenix","Jungle",20,"65%","40%",41,59,143,3.1,"68.9%","15.4%","21.8%","20%",-86,78,3.8,6.1,"15.2%",259,"13.9%",,208,"17.3%",,0.48,0.44,0.44
"Viper","EDward Gaming","ADC",13,"54%","54%",61,26,70,5,"73.6%","34.3%","15.2%","8%",-25,39,-0.2,9.1,"31.2%",495,"26.9%",,307,"28.0%",,1.18,0.16,0.59
"Wei","Royal Never Give Up","Jungle",17,"53%","47%",42,46,147,4.1,"68.5%","15.2%","18.4%","41%",21,-186,-6.5,5.6,"16.1%",317,"17.3%",,205,"18.1%",,0.62,0.51,0.5
"Wink","Invictus Gaming","ADC",5,"40%","60%",12,9,12,2.7,"46.2%","23.1%","17.6%","20%",188,130,2.8,9.2,"29.4%",423,"21.5%",,289,"25.8%",,0.6,0.19,0.36
"Xiaohu","Royal Never Give Up","Top",17,"53%","53%",62,50,115,3.5,"64.1%","22.5%","20.0%","18%",-294,-297,-12.7,7.9,"24.0%",442,"22.6%",,271,"22.8%",,0.38,0.12,0.19
"XUN","Invictus Gaming","Jungle",5,"40%","20%",13,11,23,3.3,"69.2%","25.0%","21.6%","20%",238,-12,-2,6.2,"17.2%",284,"15.5%",,217,"19.5%",,0.34,0.32,0.45
"Yagao","JD Gaming","Middle",4,"25%","50%",10,13,22,2.5,"61.5%","19.2%","20.6%","0%",-92,-115,-3.3,7.7,"20.6%",420,"22.5%",,236,"21.2%",,0.27,0.11,0.32
"Zhuo","Top Esports","Support",12,"42%","25%",12,38,124,3.6,"66.0%","5.8%","19.3%","17%",176,26,4.6,1.7,"4.9%",163,"7.2%",,112,"9.5%",,1.45,0.47,0.43
"Zoom","JD Gaming","Top",4,"25%","50%",9,13,21,2.3,"57.7%","17.3%","20.6%","50%",-304,-450,-7.8,7.6,"21.0%",350,"19.1%",,227,"20.3%",,0.43,0.16,0.17
