"Team","GP","W","L","AGT","K","D","KD","CKPM","GPR","GSPD","EGR","MLR","GD15","FB%","FT%","F3T%","PPG","HLD%","FD%","DRG%","ELD%","FBN%","BN%","LNE%","JNG%","WPM","CWPM","WCPM"
"DetonatioN FocusMe",3,0,3,39.8,8,31,0.26,0.33,-2.31,"-18.4%",28.8,-28.8,-1421,"33%","0%","0%",,"0%","67%","17%","0%","0%","0%","48.6%","37.6%",4.36,1.48,1.48
"PENTAGRAM",7,6,1,39.7,81,53,1.53,0.48,0.99,"11.0%",61.7,24,753,"43%","71%","86%",,"60%","57%","72%","100%","71%","73%","50.3%","55.9%",3.67,1.14,2
"Unsold Stuff Gaming",4,1,3,39.6,44,50,0.88,0.59,0,"-5.4%",45.4,-20.4,-253,"75%","50%","25%",,"67%","25%","35%","0%","50%","43%","50.5%","48.9%",4.72,1.68,1.39
