"Team","GP","W","L","AGT","K","D","KD","CKPM","GPR","GSPD","EGR","MLR","GD15","FB%","FT%","F3T%","PPG","HLD%","FD%","DRG%","ELD%","FBN%","BN%","LNE%","JNG%","WPM","CWPM","WCPM"
"DetonatioN FocusMe",3,3,0,29.5,56,8,7,0.72,3.21,"26.9%",,,2961,"33%","33%","100%",,"100%","67%","60%",,"100%","100%","50.7%","59.9%",3.07,0.76,1.24
"Rampage",9,6,3,37.5,130,86,1.51,0.64,-3.21,"-26.9%",,,-2961,"67%","67%","0%",,"0%","33%","52%",,"0%","0%","49.3%","40.1%",3.07,0.63,1.05
"Unsold Stuff Gaming",6,0,6,41.5,30,124,0.24,0.61,,,,,,,,,,,,"44%",,,,,,,,
