"Player","Team","Pos","GP","W%","CTR%","K","D","A","KDA","KP","KS%","DTH%","FB%","GD10","XPD10","CSD10","CSPM","CS%P15","DPM","DMG%","D%P15","EGPM","GOLD%","STL","WPM","CWPM","WCPM"
"AHaHaCiK","Vega Squadron","Jungle",15,"53%","67%",37,37,77,3.1,"67.5%","21.9%","18.2%","53%",-27,92,-1.3,5.3,"15.3%",265,"16.8%",,210,"18.2%",,0.58,0.28,0.35
"BalKhan","Bombers","Jungle",6,"33%","17%",14,29,47,2.1,"61.6%","14.1%","24.0%","0%",65,-159,-0.2,4.9,"15.4%",255,"13.2%",,195,"17.1%",,0.76,0.34,0.37
"Betty","Flash Wolves","ADC",4,"75%","100%",18,7,25,6.1,"67.2%","28.1%","24.1%","25%",966,593,13.8,9.6,"27.5%",677,"33.6%",,338,"26.3%",,0.47,0.17,0.34
"Bigkoro","Phong Vũ Buffalo","ADC",15,"53%","40%",74,34,88,4.8,"62.1%","28.4%","15.5%","33%",238,289,0.5,8.9,"27.6%",500,"25.2%",,312,"25.7%",,0.5,0.18,0.38
"Bolulu","Fenerbahçe Esports","Middle",7,"57%","86%",29,25,63,3.7,"68.7%","21.6%","18.8%","14%",270,334,8.6,8.3,"23.3%",552,"24.7%",,278,"22.2%",,0.43,0.17,0.11
"BOSS","Vega Squadron","Top",15,"53%","40%",32,40,54,2.2,"50.9%","18.9%","19.7%","27%",103,-108,-3.6,8.3,"24.2%",318,"19.4%",,257,"22.2%",,0.49,0.17,0.13
"Buggax","Isurus","Top",6,"33%","67%",18,19,12,1.6,"34.9%","20.9%","17.8%","0%",-676,-415,-8.5,8.4,"26.8%",415,"23.0%",,249,"22.3%",,0.32,0.06,0.05
"Bugi","Flash Wolves","Jungle",4,"75%","25%",17,6,22,6.5,"60.9%","26.6%","20.7%","0%",275,-113,1.3,5.3,"15.3%",329,"16.0%",,224,"17.9%",,0.5,0.28,0.42
"Ceros","DetonatioN FocusMe","Middle",6,"67%","50%",11,8,22,4.1,"54.1%","18.0%","17.0%","0%",-202,19,-5.7,7.5,"21.3%",431,"25.7%",,209,"19.4%",,0.59,0.28,0.14
"CoreJJ","Team Liquid","Support",3,"100%","33%",4,8,35,4.9,"72.2%","7.4%","21.6%","33%",-32,72,3,1.8,"5.5%",154,"7.4%",,157,"11.9%",,1.17,0.32,0.29
"Doublelift","Team Liquid","ADC",3,"100%","33%",12,6,27,6.5,"72.2%","22.2%","16.2%","33%",-33,-75,2.7,9.6,"30.2%",443,"22.6%",,344,"26.2%",,0.39,0.12,0.44
"Ellam","Fenerbahçe Esports","ADC",7,"57%","71%",30,19,49,4.2,"59.0%","22.4%","14.3%","43%",51,-270,-1.6,8.8,"29.4%",515,"22.1%",,312,"24.9%",,0.38,0.16,0.28
"Envy","INTZ","Middle",6,"17%","17%",12,12,10,1.8,"51.2%","27.9%","15.0%","0%",29,-107,0.3,8.5,"24.2%",362,"23.1%",,238,"23.0%",,0.46,0.2,0.17
"Evi","DetonatioN FocusMe","Top",6,"67%","33%",21,7,17,5.4,"62.3%","34.4%","14.9%","17%",-321,86,-3.7,8.1,"27.4%",526,"31.3%",,262,"24.3%",,0.51,0.2,0.17
"FBI","Bombers","ADC",6,"33%","50%",37,21,28,3.1,"65.7%","37.4%","17.4%","33%",174,384,13.7,9.5,"33.9%",601,"30.8%",,340,"30.1%",,0.41,0.14,0.36
