"Player","Team","Pos","GP","W%","CTR%","K","D","A","KDA","KP","KS%","DTH%","FB%","GD10","XPD10","CSD10","CSPM","CS%P15","DPM","DMG%","D%P15","EGPM","GOLD%","STL","WPM","CWPM","WCPM"
"G4","MEGA","Middle",6,"33%","83%",25,12,23,4,"76.2%","39.7%","20.3%","17%",192,88,-0.7,8.6,"23.9%",452,"26.7%",,259,"23.0%",,0.39,0.19,0.4
"Gadget","Vega Squadron","ADC",15,"53%","40%",35,48,58,1.9,"55.0%","20.7%","23.6%","7%",-482,-308,-4.9,8.6,"24.9%",458,"28.0%",,260,"22.1%",,0.33,0.11,0.28
"Gaeng","DetonatioN FocusMe","Support",6,"67%","0%",3,8,43,5.8,"75.4%","4.9%","17.0%","50%",283,402,21.5,3.1,"9.3%",140,"8.2%",,147,"13.5%",,1.39,0.44,0.18
"Hanabi","Flash Wolves","Top",4,"75%","75%",17,4,18,8.8,"54.7%","26.6%","13.8%","25%",109,143,4.3,9.3,"28.1%",396,"19.5%",,304,"23.9%",,0.56,0.23,0.11
"Impact","Team Liquid","Top",3,"100%","33%",14,7,26,5.7,"74.1%","25.9%","18.9%","33%",-128,47,-3.7,7.1,"23.2%",549,"28.5%",,284,"21.7%",,0.49,0.2,0.1
"Japone","Fenerbahçe Esports","Support",5,"60%","80%",5,21,52,2.7,"62.0%","5.4%","22.1%","20%",-212,-40,4.2,1.8,"5.5%",131,"5.8%",,114,"9.2%",,1.27,0.36,0.22
"Jensen","Team Liquid","Middle",3,"100%","33%",19,7,18,5.3,"68.5%","35.2%","18.9%","33%",-77,79,-1.7,8.5,"26.0%",585,"29.2%",,314,"23.9%",,0.39,0.16,0.12
"Jjun","MEGA","Jungle",6,"33%","17%",11,16,35,2.9,"73.0%","17.5%","27.1%","67%",322,326,1.2,5.2,"14.5%",256,"15.1%",,195,"17.7%",,0.49,0.34,0.43
"Kirei","Fenerbahçe Esports","Jungle",7,"57%","43%",28,31,72,3.2,"74.6%","20.9%","23.3%","43%",13,152,-0.9,5.2,"15.1%",447,"19.9%",,224,"18.2%",,0.33,0.27,0.26
"Lloyd","MEGA","ADC",6,"33%","17%",15,12,19,2.8,"54.0%","23.8%","20.3%","33%",260,287,25.3,9.6,"29.7%",409,"24.5%",,283,"25.5%",,0.37,0.15,0.25
"Meliodas","Phong Vũ Buffalo","Jungle",15,"53%","40%",46,43,134,4.2,"69.0%","17.6%","19.5%","47%",-5,-5,-1.3,4.8,"13.3%",278,"13.9%",,208,"17.1%",,0.6,0.37,0.34
"Mills","INTZ","ADC",6,"17%","67%",4,17,17,1.2,"48.8%","9.3%","21.3%","0%",-130,21,-12.2,8,"24.5%",475,"30.3%",,223,"21.6%",,0.48,0.21,0.31
"Mimic","Bombers","Top",6,"33%","67%",16,25,30,1.8,"46.5%","16.2%","20.7%","17%",-106,100,-7.5,6.8,"22.0%",447,"22.8%",,225,"20.0%",,0.44,0.2,0.12
"Naul","Phong Vũ Buffalo","Middle",15,"53%","33%",62,30,91,5.1,"58.6%","23.8%","13.6%","27%",-97,-161,-1.4,8.8,"26.5%",514,"25.4%",,283,"23.3%",,0.52,0.23,0.14
"Nomanz","Vega Squadron","Middle",15,"53%","73%",50,31,55,3.4,"62.1%","29.6%","15.3%","13%",-52,-29,1.5,9.7,"29.1%",477,"28.5%",,309,"26.4%",,0.43,0.14,0.27
"Oddie","Isurus","Jungle",6,"33%","83%",14,22,45,2.7,"68.6%","16.3%","20.6%","17%",-242,-169,0.8,5.2,"14.7%",330,"16.9%",,204,"18.1%",,0.25,0.18,0.25
"Only35","Fenerbahçe Esports","Support",2,"50%","0%",3,10,26,2.9,"69.0%","7.1%","26.3%","100%",-157,-377,-0.5,1.8,"7.0%",143,"6.5%",,125,"9.9%",,1.61,0.44,0.3
"Palette","Phong Vũ Buffalo","Support",15,"53%","53%",15,50,158,3.5,"66.3%","5.7%","22.7%","33%",145,161,0.5,2,"6.3%",198,"10.4%",,136,"11.2%",,1.55,0.52,0.32
"Pop","MEGA","Support",6,"33%","50%",4,9,44,5.3,"76.2%","6.3%","15.3%","50%",-167,-117,-17.3,1.9,"6.5%",138,"8.6%",,120,"10.9%",,1.51,0.45,0.39
"Rather","Flash Wolves","Middle",4,"75%","0%",7,6,32,6.5,"60.9%","10.9%","20.7%","25%",278,296,6.5,8.7,"22.2%",440,"21.7%",,261,"20.4%",,0.45,0.12,0.22
"RedBert","INTZ","Support",6,"17%","83%",3,14,20,1.6,"53.5%","7.0%","17.5%","17%",89,-77,9,2.4,"7.8%",114,"7.5%",,113,"11.0%",,1.56,0.47,0.3
"Rockky","MEGA","Top",6,"33%","83%",8,10,22,3,"47.6%","12.7%","16.9%","17%",75,0,2.8,8.5,"25.4%",400,"25.1%",,249,"22.9%",,0.45,0.13,0.17
"Rogue","Bombers","Support",6,"33%","83%",8,24,60,2.8,"68.7%","8.1%","19.8%","33%",175,144,-8,1.2,"4.2%",165,"8.4%",,127,"11.0%",,1.57,0.55,0.22
"Ruin","Fenerbahçe Esports","Top",7,"57%","43%",39,27,35,2.7,"55.2%","29.1%","20.3%","14%",361,308,6.4,8.3,"26.2%",598,"27.3%",,311,"25.3%",,0.47,0.14,0.19
"ry0ma","Bombers","Middle",6,"33%","33%",24,22,30,2.5,"54.5%","24.2%","18.2%","0%",-283,-118,-6.3,7.9,"24.6%",508,"24.9%",,254,"21.8%",,0.3,0.13,0.14
"SaNTaS","Vega Squadron","Support",15,"53%","47%",15,47,84,2.1,"58.6%","8.9%","23.2%","13%",-229,-256,-6.3,2,"6.6%",115,"7.2%",,131,"11.1%",,1.38,0.36,0.3
"Seiya","Isurus","Middle",6,"33%","50%",23,24,32,2.3,"64.0%","26.7%","22.4%","17%",174,-32,-1.3,7.9,"22.0%",405,"21.1%",,252,"22.4%",,0.5,0.19,0.15
"ShiauC","Flash Wolves","Support",4,"75%","75%",5,6,42,7.8,"73.4%","7.8%","20.7%","25%",331,318,3,2.2,"7.0%",183,"9.2%",,149,"11.5%",,1.62,0.48,0.18
"Shini","INTZ","Jungle",6,"17%","50%",11,20,20,1.6,"72.1%","25.6%","25.0%","17%",134,373,9.8,6.2,"18.8%",264,"17.1%",,207,"20.4%",,0.31,0.28,0.37
"Slow","Isurus","Support",6,"33%","17%",7,25,50,2.3,"66.3%","8.1%","23.4%","33%",-147,-204,2.5,2.3,"8.1%",203,"10.7%",,125,"11.2%",,1.25,0.45,0.4
"Steal","DetonatioN FocusMe","Jungle",6,"67%","67%",8,14,35,3.1,"70.5%","13.1%","29.8%","50%",-304,-493,-3.8,5.5,"17.0%",196,"11.1%",,196,"17.9%",,1.04,0.33,0.54
"Tay","INTZ","Top",6,"17%","50%",13,17,12,1.5,"58.1%","30.2%","21.3%","17%",23,70,-0.2,8.1,"24.7%",338,"22.0%",,241,"23.9%",,0.41,0.13,0.19
"Warangelus","Isurus","ADC",6,"33%","50%",24,17,23,2.8,"54.7%","27.9%","15.9%","33%",-212,-323,-5.2,8.9,"28.3%",511,"28.3%",,288,"25.9%",,0.24,0.1,0.2
"Xmithie","Team Liquid","Jungle",3,"100%","100%",5,9,29,3.8,"63.0%","9.3%","24.3%","67%",-185,-396,-2,5,"15.0%",234,"12.3%",,213,"16.3%",,0.75,0.36,0.56
"Yutapon","DetonatioN FocusMe","ADC",6,"67%","67%",18,10,22,4,"65.6%","29.5%","21.3%","50%",-170,-364,-19.2,7.8,"25.0%",420,"23.7%",,278,"25.0%",,0.43,0.09,0.23
"Zeros","Phong Vũ Buffalo","Top",15,"53%","40%",64,63,86,2.4,"57.5%","24.5%","28.6%","13%",128,-20,7,8.3,"26.3%",496,"25.1%",,277,"22.7%",,0.48,0.15,0.13
