"Team","GP","W","L","AGT","K","D","KD","CKPM","GPR","GSPD","EGR","MLR","GD15","FB%","FT%","F3T%","PPG","HLD%","FD%","DRG%","ELD%","FBN%","BN%","LNE%","JNG%","WPM","CWPM","WCPM"
"DRX",4,1,3,35.2,45,59,0.76,0.74,-0.69,"-5.6%",36.3,-11.3,-1311,"50%","25%","0%",,"38%","50%","39%","100%","50%","50%","50.0%","48.5%",3.49,1.5,1.86
"DWG KIA",6,6,0,34.7,86,57,1.51,0.68,0.4,"7.7%",46.6,53.4,-196,"50%","67%","67%",,"50%","50%","69%",,"100%","100%","49.2%","56.7%",3.34,1.35,2.14
"Gen.G",6,3,3,35.6,67,53,1.26,0.56,-0.4,"-2.5%",44.4,5.6,-615,"33%","33%","50%",,"42%","50%","47%","100%","17%","22%","51.1%","47.9%",4.18,1.69,1.87
"Hanwha Life Esports",8,3,5,35.3,95,108,0.88,0.72,0.01,"-2.5%",57.3,-19.8,37,"50%","63%","38%",,"71%","63%","54%","100%","38%","36%","50.4%","47.3%",3.9,1.52,2.02
"Nongshim RedForce",5,2,3,37.2,66,73,0.9,0.75,0.16,"-0.8%",52.5,-12.5,902,"60%","40%","60%",,"25%","40%","38%","0%","40%","43%","49.4%","50.0%",4.16,1.28,2.12
"T1",7,3,4,34.7,68,78,0.87,0.6,0.28,"2.2%",55.5,-12.6,758,"57%","57%","71%",,"57%","43%","47%","0%","57%","50%","49.6%","50.1%",3.81,1.44,1.88
