"Player","Team","Pos","GP","W%","CTR%","K","D","A","KDA","KP","KS%","DTH%","FB%","GD10","XPD10","CSD10","CSPM","CS%P15","DPM","DMG%","D%P15","EGPM","GOLD%","STL","WPM","CWPM","WCPM"
"Arthur","Hanwha Life Esports","Jungle",3,"33%","67%",13,6,16,4.8,"76.3%","34.2%","16.7%","67%",412,-190,-7.7,5.5,"14.7%",337,"16.1%",,207,"19.3%",,0.55,0.38,0.28
"BAO","DRX","ADC",4,"25%","75%",11,12,14,2.1,"55.6%","24.4%","20.3%","0%",-194,121,-1.5,8.8,"29.9%",460,"25.3%",,261,"25.0%",,0.41,0.07,0.41
"Bay","Nongshim RedForce","Middle",5,"40%","60%",11,18,25,2,"54.5%","16.7%","24.7%","40%",-291,-343,-11.6,8,"23.7%",308,"15.4%",,233,"22.2%",,0.43,0.23,0.26
"Bdd","Gen.G","Middle",6,"50%","50%",15,12,36,4.3,"76.1%","22.4%","22.6%","0%",-31,4,5.8,8.3,"23.3%",521,"30.8%",,233,"22.6%",,0.44,0.17,0.16
"BeryL","DWG KIA","Support",6,"100%","50%",11,13,41,4,"60.5%","12.8%","22.8%","0%",531,316,31.5,4,"12.3%",284,"13.2%",,167,"14.5%",,0.96,0.33,0.37
"Canna","T1","Top",7,"43%","57%",19,17,22,2.4,"60.3%","27.9%","21.8%","29%",26,-60,-5.4,8.1,"25.8%",395,"22.3%",,255,"23.7%",,0.37,0.16,0.19
"Canyon","DWG KIA","Jungle",6,"100%","33%",10,8,44,6.8,"62.8%","11.6%","14.0%","33%",-63,573,10.8,7.3,"22.5%",330,"13.9%",,229,"19.5%",,0.38,0.32,0.71
"Chovy","Hanwha Life Esports","Middle",8,"38%","38%",39,22,32,3.2,"74.7%","41.1%","20.4%","13%",346,419,10.6,9.7,"29.8%",628,"32.2%",,295,"28.4%",,0.43,0.2,0.5
"Clid","Gen.G","Jungle",6,"50%","33%",12,8,35,5.9,"70.1%","17.9%","15.1%","33%",-212,-500,-6.3,6.3,"18.5%",248,"15.0%",,191,"18.6%",,0.51,0.39,0.51
"Cuzz","T1","Jungle",7,"43%","29%",14,11,31,4.1,"66.2%","20.6%","14.1%","57%",149,164,-0.7,6.2,"16.9%",263,"14.4%",,200,"18.5%",,0.67,0.32,0.67
"Deft","Hanwha Life Esports","ADC",8,"38%","75%",14,19,42,2.9,"58.9%","14.7%","17.6%","13%",-103,0,9.8,9.6,"32.6%",534,"26.2%",,271,"26.0%",,0.82,0.15,0.4
"deokdam","Nongshim RedForce","ADC",5,"40%","20%",24,13,20,3.4,"66.7%","36.4%","17.8%","20%",311,231,1.2,9.7,"31.6%",689,"33.6%",,297,"27.6%",,0.4,0.12,0.44
"Faker","T1","Middle",7,"43%","43%",15,16,21,2.3,"52.9%","22.1%","20.5%","0%",-59,-328,-7,8.6,"24.6%",467,"27.1%",,251,"23.2%",,0.48,0.19,0.21
"Ghost","DWG KIA","ADC",6,"100%","50%",27,8,40,8.4,"77.9%","31.4%","14.0%","0%",-279,-406,-37.8,6.2,"20.1%",559,"25.3%",,270,"22.2%",,0.98,0.23,0.62
"Kellin","Nongshim RedForce","Support",5,"40%","80%",7,10,39,4.6,"69.7%","10.6%","13.7%","20%",71,-43,1.4,1,"2.3%",160,"8.2%",,96,"9.0%",,2.02,0.56,0.37
"Keria","T1","Support",7,"43%","29%",2,17,38,2.4,"58.8%","2.9%","21.8%","14%",82,60,10,1.6,"3.4%",125,"6.7%",,96,"9.1%",,1.57,0.58,0.35
"Khan","DWG KIA","Top",6,"100%","50%",9,19,47,2.9,"65.1%","10.5%","33.3%","17%",-202,-129,-4.3,7.1,"21.4%",499,"21.9%",,239,"20.8%",,0.49,0.26,0.17
"Kingen","DRX","Top",4,"25%","25%",12,14,15,1.9,"60.0%","26.7%","23.7%","25%",278,173,15,8.2,"24.4%",560,"31.7%",,260,"24.0%",,0.33,0.15,0.3
"Life","Gen.G","Support",6,"50%","83%",6,11,33,3.5,"58.2%","9.0%","20.8%","17%",-529,-286,-34.2,0.7,"1.6%",98,"5.8%",,84,"8.1%",,1.76,0.6,0.23
"Morgan","Hanwha Life Esports","Top",8,"38%","63%",19,20,35,2.7,"56.8%","20.0%","18.5%","25%",197,233,6.9,7.2,"20.7%",431,"20.7%",,220,"20.5%",,0.4,0.21,0.33
"Peanut","Nongshim RedForce","Jungle",5,"40%","60%",20,12,30,4.2,"75.8%","30.3%","16.4%","60%",184,236,2.8,6.9,"20.3%",338,"18.2%",,226,"21.5%",,1.01,0.27,0.82
"Pleata","DRX","Support",4,"25%","50%",4,13,26,2.3,"66.7%","8.9%","22.0%","0%",-5,-106,-2.5,1.1,"2.6%",108,"5.8%",,92,"8.5%",,1.93,0.71,0.38
"Pyosik","DRX","Jungle",4,"25%","100%",12,11,25,3.4,"82.2%","26.7%","18.6%","25%",-103,-172,0,7.1,"21.0%",341,"17.5%",,231,"21.7%",,0.3,0.3,0.46
"Quad","DRX","Middle",4,"25%","50%",6,9,27,3.7,"73.3%","13.3%","15.3%","25%",24,493,8,7.9,"22.0%",345,"19.6%",,215,"20.9%",,0.53,0.27,0.32
"Rascal","Gen.G","Top",6,"50%","50%",7,13,32,3,"58.2%","10.4%","24.5%","17%",-200,-88,-3.5,7.3,"21.0%",300,"17.3%",,211,"20.4%",,0.49,0.33,0.2
"Rich","Nongshim RedForce","Top",5,"40%","40%",4,20,38,2.1,"63.6%","6.1%","27.4%","40%",-93,-167,-6,7.3,"22.1%",475,"24.6%",,209,"19.6%",,0.31,0.1,0.22
"Ruler","Gen.G","ADC",6,"50%","17%",27,9,24,5.7,"76.1%","40.3%","17.0%","17%",372,425,41.8,10.4,"35.6%",536,"31.1%",,322,"30.3%",,0.99,0.2,0.76
"ShowMaker","DWG KIA","Middle",6,"100%","67%",29,9,40,7.7,"80.2%","33.7%","15.8%","33%",-136,-222,-7.5,8,"23.6%",566,"25.7%",,272,"23.0%",,0.52,0.21,0.26
"Teddy","T1","ADC",7,"43%","57%",18,17,26,2.6,"64.7%","26.5%","21.8%","14%",-74,-251,-14.6,9,"29.2%",539,"29.5%",,279,"25.4%",,0.72,0.19,0.46
"Vsta","Hanwha Life Esports","Support",8,"38%","25%",2,26,48,1.9,"52.6%","2.1%","24.1%","25%",-115,4,-6.4,1,"2.3%",164,"7.9%",,80,"7.5%",,1.83,0.61,0.39
"yoHan","Hanwha Life Esports","Jungle",5,"40%","60%",8,15,23,2.1,"54.4%","14.0%","20.8%","40%",-228,-303,-2.6,5.6,"14.6%",244,"11.2%",,173,"16.5%",,0.34,0.32,0.46
