"Player","Team","Pos","GP","W%","CTR%","K","D","A","KDA","KP","KS%","DTH%","FB%","GD10","XPD10","CSD10","CSPM","CS%P15","DPM","DMG%","D%P15","EGPM","GOLD%","STL","WPM","CWPM","WCPM"
"Aslan","CNB e-Sports Club","Middle",3,"0%","100%",6,8,2,1,"57.1%","42.9%","17.0%","0%",250,103,1,8.9,"25.3%",506,"35.0%",,234,"26.0%",,0.47,0.22,0.23
"brTT","Flamengo Esports","ADC",8,"63%","50%",38,12,35,6.1,"73.7%","38.4%","13.5%","75%",605,322,15.6,9.6,"30.5%",415,"23.2%",,317,"27.2%",,0.36,0.13,0.28
"Ceos","Redemption eSports Porto Alegre","Support",5,"40%","0%",4,11,27,2.8,"79.5%","10.3%","17.5%","0%",-161,-12,5.4,2.1,"6.9%",169,"10.2%",,103,"9.8%",,1.43,0.45,0.25
"Duclou","CNB e-Sports Club","Top",3,"0%","67%",3,8,1,0.5,"28.6%","21.4%","17.0%","33%",-211,-30,-13,8.3,"27.1%",408,"29.1%",,229,"25.5%",,0.45,0.15,0.13
"DudsTheBoy","Redemption eSports Porto Alegre","ADC",5,"40%","20%",11,12,13,2,"61.5%","28.2%","19.0%","0%",56,42,1,9.5,"30.2%",401,"24.2%",,282,"26.8%",,0.44,0.23,0.36
"Envy","INTZ","Middle",10,"60%","40%",45,14,52,6.9,"70.3%","32.6%","15.4%","30%",-44,11,-2.8,8.3,"23.1%",470,"25.1%",,269,"23.0%",,0.51,0.27,0.23
"Goku","Flamengo Esports","Middle",8,"63%","13%",19,17,46,3.8,"65.7%","19.2%","19.1%","38%",-12,18,0.5,8.5,"23.4%",496,"28.2%",,257,"21.8%",,0.47,0.22,0.26
"Hawk","CNB e-Sports Club","Support",3,"0%","67%",0,10,3,0.3,"21.4%","0.0%","21.3%","0%",-179,-351,4.3,1.5,"5.2%",101,"6.9%",,79,"8.7%",,1.28,0.34,0.22
"Krastyel","Redemption eSports Porto Alegre","Middle",5,"40%","100%",5,12,19,2,"61.5%","12.8%","19.0%","0%",-43,-111,4.2,8.6,"23.4%",456,"27.6%",,232,"22.0%",,0.58,0.31,0.17
"Luci","Flamengo Esports","Support",8,"63%","38%",8,25,64,2.9,"72.7%","8.1%","28.1%","75%",16,144,-1,1.5,"4.9%",152,"9.1%",,124,"10.6%",,1.66,0.48,0.34
"Mills","INTZ","ADC",10,"60%","50%",30,14,60,6.4,"65.2%","21.7%","15.4%","20%",-297,-178,-7.3,8.9,"29.5%",455,"25.1%",,284,"24.3%",,0.39,0.18,0.33
"Nyu","Redemption eSports Porto Alegre","Top",5,"40%","40%",8,14,15,1.6,"59.0%","20.5%","22.2%","0%",330,74,8.2,8.7,"26.2%",392,"24.0%",,257,"24.2%",,0.41,0.14,0.13
"pbO","CNB e-Sports Club","ADC",3,"0%","100%",2,10,0,0.2,"14.3%","14.3%","21.3%","0%",-714,-333,-19,8.4,"28.1%",176,"12.3%",,198,"22.0%",,0.44,0.17,0.14
"RedBert","INTZ","Support",10,"60%","80%",9,19,84,4.9,"67.4%","6.5%","20.9%","20%",122,-4,-3.2,1.6,"5.5%",154,"8.6%",,125,"11.0%",,1.58,0.48,0.29
"Robo","Flamengo Esports","Top",8,"63%","25%",12,15,49,4.1,"61.6%","12.1%","16.9%","38%",50,-34,3.1,7.7,"23.1%",426,"24.5%",,247,"20.8%",,0.48,0.16,0.11
"Shini","INTZ","Jungle",10,"60%","70%",22,26,76,3.8,"71.0%","15.9%","28.6%","40%",64,217,2.4,5.3,"15.3%",305,"16.4%",,207,"18.1%",,0.56,0.28,0.32
"Shrimp","Flamengo Esports","Jungle",8,"63%","63%",22,20,52,3.7,"74.7%","22.2%","22.5%","63%",366,269,7.9,6.2,"18.2%",280,"15.0%",,234,"19.7%",,0.79,0.26,0.51
"Tay","INTZ","Top",10,"60%","70%",32,18,48,4.4,"58.0%","23.2%","19.8%","20%",-142,-1,-2.7,8,"26.5%",442,"24.8%",,267,"23.6%",,0.44,0.12,0.15
"Yampi","CNB e-Sports Club","Jungle",3,"0%","0%",3,11,4,0.6,"50.0%","21.4%","23.4%","0%",-676,-648,-13,5.3,"14.3%",248,"16.7%",,160,"17.8%",,0.53,0.51,0.8
"Zuao","Redemption eSports Porto Alegre","Jungle",5,"40%","20%",11,14,20,2.2,"79.5%","28.2%","22.2%","0%",-307,-474,-9.6,5,"13.4%",238,"14.0%",,182,"17.2%",,0.57,0.27,0.41
