"Team","GP","W","L","AGT","K","D","KD","CKPM","GPR","GSPD","EGR","MLR","GD15","FB%","FT%","F3T%","PPG","HLD%","FD%","DRG%","ELD%","FBN%","BN%","LNE%","JNG%","WPM","CWPM","WCPM"
"EDward Gaming",13,9,4,32.8,187,138,1.36,0.76,,,,,,,,,,,,,,,,,,,,
"Invictus Gaming",11,6,5,35.2,119,118,1.01,0.61,,,,,,,,,,,,,,,,,,,,
"LGD Gaming",11,8,3,34.9,180,114,1.58,0.77,,,,,,,,,,,,,,,,,,,,
"Oh My God",3,0,3,33.5,21,50,0.42,0.71,,,,,,,,,,,,,,,,,,,,
"Snake Esports",12,4,8,35.4,113,182,0.62,0.7,,,,,,,,,,,,,,,,,,,,
"Team King",5,2,3,34.4,69,61,1.13,0.74,,,,,,,,,,,,,,,,,,,,
"Team WE",5,2,3,31.6,57,87,0.66,0.89,,,,,,,,,,,,,,,,,,,,
"Vici Gaming",4,1,3,37.4,54,56,0.96,0.73,,,,,,,,,,,,,,,,,,,,
