"Team","GP","W","L","AGT","K","D","KD","CKPM","GPR","GSPD","EGR","MLR","GD15","FB%","FT%","F3T%","PPG","HLD%","FD%","DRG%","ELD%","FBN%","BN%","LNE%","JNG%","WPM","CWPM","WCPM"
"Crest Gaming Act",3,0,3,28.2,16,49,0.33,0.77,-2.19,"-12.8%",28.5,-28.5,-1814,"33%","0%","67%",,"17%","33%","17%",,"0%","0%","49.1%","48.4%",3.31,1.4,1.38
"DetonatioN FocusMe",8,6,2,29.9,108,71,1.52,0.75,0.51,"1.2%",57.5,17.5,248,"75%","63%","50%",,"63%","75%","70%",,"75%","73%","50.7%","50.3%",3.09,1.26,1.56
"Fukuoka SoftBank HAWKS gaming",5,2,3,31.8,49,67,0.73,0.72,-0.47,"-3.8%",53,-13,-178,"60%","0%","40%",,"40%","100%","48%",,"20%","33%","50.5%","41.3%",3.03,1.26,1.53
"Rascal Jester",7,1,6,29.8,50,92,0.54,0.68,-1.4,"-6.9%",37.8,-23.6,-1029,"0%","0%","43%",,"29%","29%","32%",,"14%","13%","49.7%","48.6%",2.97,1.07,1.44
"Sengoku Gaming",8,5,3,30.3,105,77,1.36,0.75,0.56,"3.4%",57.5,5,530,"63%","50%","38%",,"53%","75%","68%","100%","63%","64%","50.2%","50.7%",3.21,1.29,1.61
"V3 Esports",17,10,7,31.7,207,182,1.14,0.72,0.54,"4.0%",50.9,8,430,"53%","88%","59%",,"61%","24%","46%","0%","65%","58%","49.7%","53.0%",3.2,1.4,1.47
