"Player","Team","Pos","GP","W%","CTR%","K","D","A","KDA","KP","KS%","DTH%","FB%","GD10","XPD10","CSD10","CSPM","CS%P15","DPM","DMG%","D%P15","EGPM","GOLD%","STL","WPM","CWPM","WCPM"
"Absolute","SuperMassive Esports","Support",18,"83%","56%",15,54,205,4.1,"72.8%","5.0%","28.3%","33%",111,121,5.9,1.5,"3.8%",145,"8.1%",,113,"9.5%",,0.96,0.3,0.2
"Alive","Beşiktaş Esports","ADC",18,"50%","61%",75,50,82,3.1,"67.1%","32.1%","21.9%","28%",229,104,11.6,9.6,"32.5%",483,"27.3%",,314,"28.4%",,0.4,0.15,0.33
"Andariel","5 Ronin","ADC",12,"42%","25%",34,30,51,2.8,"59.9%","23.9%","19.9%","8%",-282,-123,-0.9,8.2,"27.8%",341,"20.8%",,250,"23.5%",,0.42,0.13,0.28
"Anduril","Team AURORA","Jungle",14,"0%","57%",27,61,49,1.2,"72.4%","25.7%","21.9%","29%",-306,-343,-7,5.5,"15.4%",254,"17.6%",,181,"19.9%",,0.42,0.3,0.37
"BaeKHo","NASR eSports Turkey","ADC",12,"58%","42%",51,27,63,4.2,"69.9%","31.3%","18.5%","8%",-4,-181,-1.8,8.6,"28.5%",411,"22.8%",,292,"25.5%",,0.42,0.12,0.29
"Balta129","Galakticos","Middle",9,"33%","50%",14,20,33,2.4,"62.7%","18.7%","16.8%","22%",-503,-385,-7.9,7.8,"25.1%",271,"23.3%",,217,"22.9%",,0.63,0.34,0.06
"Berkan","Team AURORA","Middle",8,"0%","63%",12,33,21,1,"62.3%","22.6%","20.9%","0%",-445,-233,-7.1,8,"29.7%",400,"28.0%",,213,"23.2%",,0.39,0.13,0.1
"Blake","Galakticos","Middle",10,"30%","20%",30,43,64,2.2,"67.1%","21.4%","24.7%","20%",22,-232,-1.7,7.9,"25.3%",495,"27.8%",,250,"23.8%",,0.44,0.25,0.22
"Bolulu","Galatasaray Esports","Middle",18,"61%","61%",75,26,116,7.3,"71.8%","28.2%","13.6%","17%",287,165,6.9,8.6,"25.4%",502,"28.6%",,285,"25.2%",,0.5,0.21,0.15
"BroCColi","5 Ronin","Jungle",17,"35%","59%",66,39,92,4.1,"81.4%","34.0%","17.3%","47%",212,246,3.2,6.8,"21.3%",358,"21.3%",,239,"22.7%",,0.59,0.28,0.41
"Brolia","5 Ronin","Support",17,"35%","35%",11,53,116,2.4,"65.5%","5.7%","23.5%","35%",-72,43,-1.3,1.1,"2.5%",141,"8.5%",,94,"9.0%",,1.73,0.53,0.37
"Coldraa","Dark Passage","ADC",18,"50%","61%",64,36,95,4.4,"63.6%","25.6%","17.0%","22%",-70,-115,-5.6,8.1,"26.6%",433,"24.8%",,262,"23.8%",,0.4,0.11,0.22
"Crumple","Team AURORA","Top",2,"0%","0%",0,13,6,0.5,"46.2%","0.0%","26.5%","0%",-673,-1321,-12.5,4.7,"20.2%",191,"14.9%",,113,"12.9%",,0.44,0.14,0.02
"Dellal","Team AURORA","Support",4,"0%","50%",1,18,28,1.6,"78.4%","2.7%","22.8%","50%",49,124,0,1.1,"3.0%",139,"8.8%",,79,"8.7%",,1.42,0.42,0.26
"Eden Fox","Team AURORA","Middle",4,"0%","50%",6,10,5,1.1,"64.7%","35.3%","14.5%","0%",-63,224,-2.5,7.9,"26.2%",270,"22.7%",,219,"25.3%",,0.41,0.13,0.13
"Elramir","Fenerbahçe Esports","Jungle",20,"45%","68%",31,57,141,3,"74.1%","13.4%","19.7%","35%",-252,-161,1.1,5.8,"17.1%",296,"18.7%",,194,"18.6%",,0.53,0.41,0.46
"existence","Team AURORA","Top",12,"0%","58%",7,42,32,0.9,"54.2%","9.7%","19.1%","17%",-149,-328,-6.8,7.1,"21.4%",354,"24.4%",,188,"20.7%",,0.46,0.16,0.15
"fabFabulous","Dark Passage","Top",18,"50%","61%",50,55,106,2.8,"62.4%","20.0%","25.9%","17%",302,201,6.7,7.6,"23.5%",462,"26.1%",,248,"22.1%",,0.42,0.15,0.16
"Farfetch","İstanbul Wildcats","Support",18,"78%","72%",30,57,202,4.1,"76.1%","9.8%","29.8%","44%",27,-160,0.2,1.6,"4.2%",189,"9.8%",,131,"10.7%",,1.19,0.37,0.35
"Ferret","İstanbul Wildcats","Jungle",18,"78%","39%",46,36,181,6.3,"74.4%","15.1%","18.8%","33%",-3,49,1,6,"17.6%",348,"18.3%",,225,"18.8%",,0.46,0.35,0.45
"Fleck","Team AURORA","Middle",4,"0%","0%",6,14,20,1.9,"70.3%","16.2%","17.7%","50%",-477,-436,-14.3,7.5,"26.1%",335,"21.0%",,202,"21.7%",,0.36,0.13,0.18
"Focus","NASR eSports Turkey","ADC",6,"83%","33%",32,16,31,3.9,"63.6%","32.3%","23.5%","33%",178,31,4,7.9,"27.1%",495,"25.9%",,306,"24.8%",,0.43,0.14,0.27
"Giyuu","NASR eSports Turkey","Middle",18,"67%","50%",70,41,106,4.3,"67.2%","26.7%","19.2%","22%",126,147,1.9,8.9,"28.1%",504,"27.6%",,289,"25.0%",,0.47,0.15,0.19
"HolyPhoenix","İstanbul Wildcats","ADC",18,"78%","56%",103,31,114,7,"71.1%","33.8%","16.2%","33%",209,255,4.6,8.3,"28.6%",458,"24.3%",,313,"26.3%",,0.39,0.12,0.28
"Japone","NASR eSports Turkey","Support",18,"67%","39%",9,34,179,5.5,"71.8%","3.4%","15.9%","17%",48,242,0.2,1.5,"4.1%",157,"8.4%",,122,"10.6%",,1.28,0.41,0.32
"Jeyrus","Galakticos","ADC",12,"33%","64%",43,30,50,3.1,"71.0%","32.8%","16.2%","42%",-208,-207,-8.6,8.2,"29.3%",345,"24.4%",,255,"25.6%",,0.41,0.21,0.25
"Juuzou","Beşiktaş Esports","Top",18,"50%","50%",46,34,95,4.1,"60.3%","19.7%","14.9%","17%",102,188,-1.5,7.7,"24.7%",424,"24.3%",,238,"21.6%",,0.5,0.2,0.2
"Kamil","Team AURORA","Jungle",4,"0%","25%",5,21,9,0.7,"82.4%","29.4%","30.4%","25%",-551,-669,-14.5,4.8,"11.4%",212,"17.7%",,155,"17.9%",,0.37,0.41,0.22
"Kaori","SuperMassive Esports","ADC",18,"83%","28%",114,37,116,6.2,"76.2%","37.7%","19.4%","50%",167,96,-0.4,8.5,"29.6%",502,"27.0%",,326,"27.3%",,0.53,0.17,0.26
"Kemba","Galakticos","ADC",7,"29%","71%",24,19,36,3.2,"71.4%","28.6%","17.6%","29%",112,257,5.7,8.9,"30.5%",402,"23.0%",,271,"26.3%",,0.34,0.1,0.29
"Kireas","SuperMassive Esports","Jungle",18,"83%","50%",39,41,165,5,"67.5%","12.9%","21.5%","33%",159,299,7.2,5.9,"16.9%",283,"15.9%",,208,"17.7%",,0.41,0.33,0.44
"Kituruken","NASR eSports Turkey","Jungle",18,"67%","61%",51,43,129,4.2,"68.7%","19.5%","20.1%","22%",9,-38,2.6,5.9,"16.9%",305,"16.0%",,210,"18.3%",,0.48,0.36,0.26
"Kofte","Dark Passage","Middle",18,"50%","44%",63,38,117,4.7,"72.0%","25.2%","17.9%","33%",59,174,0.5,8.9,"27.6%",422,"24.1%",,279,"25.3%",,0.4,0.17,0.17
"Ksaez","SuperMassive Esports","Middle",18,"83%","56%",81,24,143,9.3,"74.2%","26.8%","12.6%","17%",214,-84,-0.4,8.9,"27.9%",521,"28.1%",,293,"24.8%",,0.41,0.17,0.23
"KTSR","Team AURORA","Top",4,"0%","50%",7,18,18,1.4,"67.6%","18.9%","22.8%","0%",-236,-483,-14,5.8,"18.7%",396,"26.4%",,178,"20.3%",,0.36,0.09,0.1
"Last","NASR eSports Turkey","Top",18,"67%","39%",49,53,98,2.8,"56.1%","18.7%","24.8%","28%",160,259,11.3,7.4,"22.9%",440,"24.2%",,241,"20.9%",,0.36,0.13,0.15
"Lenom","Fenerbahçe Esports","Top",11,"36%","60%",25,25,53,3.1,"67.2%","21.6%","16.9%","27%",-432,-370,-15.3,7.1,"24.8%",341,"22.3%",,223,"21.9%",,0.35,0.11,0.14
"Luana","Galatasaray Esports","Top",16,"63%","31%",33,25,88,4.8,"54.3%","14.8%","16.0%","25%",-29,-12,-2.3,7.7,"23.2%",331,"19.4%",,238,"21.0%",,0.41,0.17,0.16
